,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.33172176798198844,0.4146441950563451
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.48565183211047164,0.4369015525417168
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.3603584662163312,0.4908224471431238
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.39447687115346436,0.3786495989885821
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.5113821138211383,0.5162685621401217
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.44277521599547237,0.4146441950563451
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.5295329802885821,0.4369015525417168
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.48189027188477435,0.4908224471431238
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.3603585027561274,0.3786495989885821
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.5162685621401217,0.5162685621401217
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.4280144780355701,0.4146441950563451
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.3528130806391676,0.4369015525417168
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.33649066982400316,0.4908224471431238
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.4190916677700341,0.3786495989885821
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.399352637072902,0.5162685621401217
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.4083468083468083,0.4146441950563451
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.3181999755043358,0.4369015525417168
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.48189027188477435,0.4908224471431238
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.46461694470436576,0.3786495989885821
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.399352637072902,0.5162685621401217
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.4262661883049461,0.4146441950563451
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.3771985629970935,0.4369015525417168
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.33649066982400316,0.4908224471431238
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.4162842115908972,0.3786495989885821
13_4,13_4\synth.csv,13_4\train.csv,13_4\val.csv,13_4\test.csv,0.399352637072902,0.5162685621401217
14_0,14_0\synth.csv,14_0\train.csv,14_0\val.csv,14_0\test.csv,0.4146441950563451,0.4146441950563451
14_1,14_1\synth.csv,14_1\train.csv,14_1\val.csv,14_1\test.csv,0.3304721873035827,0.4369015525417168
14_2,14_2\synth.csv,14_2\train.csv,14_2\val.csv,14_2\test.csv,0.44091379330752933,0.4908224471431238
14_3,14_3\synth.csv,14_3\train.csv,14_3\val.csv,14_3\test.csv,0.3912136752136752,0.3786495989885821
14_4,14_4\synth.csv,14_4\train.csv,14_4\val.csv,14_4\test.csv,0.3876839080675822,0.5162685621401217
15_0,15_0\synth.csv,15_0\train.csv,15_0\val.csv,15_0\test.csv,0.4048489792112446,0.4146441950563451
15_1,15_1\synth.csv,15_1\train.csv,15_1\val.csv,15_1\test.csv,0.3313520409230509,0.4369015525417168
15_2,15_2\synth.csv,15_2\train.csv,15_2\val.csv,15_2\test.csv,0.3603584662163312,0.4908224471431238
15_3,15_3\synth.csv,15_3\train.csv,15_3\val.csv,15_3\test.csv,0.4162842115908972,0.3786495989885821
15_4,15_4\synth.csv,15_4\train.csv,15_4\val.csv,15_4\test.csv,0.3876839080675822,0.5162685621401217
16_0,16_0\synth.csv,16_0\train.csv,16_0\val.csv,16_0\test.csv,0.43876512794128075,0.4146441950563451
16_1,16_1\synth.csv,16_1\train.csv,16_1\val.csv,16_1\test.csv,0.35667578908958214,0.4369015525417168
16_2,16_2\synth.csv,16_2\train.csv,16_2\val.csv,16_2\test.csv,0.4725375375375376,0.4908224471431238
16_3,16_3\synth.csv,16_3\train.csv,16_3\val.csv,16_3\test.csv,0.4190916677700341,0.3786495989885821
16_4,16_4\synth.csv,16_4\train.csv,16_4\val.csv,16_4\test.csv,0.40329139661964675,0.5162685621401217
17_0,17_0\synth.csv,17_0\train.csv,17_0\val.csv,17_0\test.csv,0.38990077859291117,0.4146441950563451
17_1,17_1\synth.csv,17_1\train.csv,17_1\val.csv,17_1\test.csv,0.44499654934437544,0.4369015525417168
17_2,17_2\synth.csv,17_2\train.csv,17_2\val.csv,17_2\test.csv,0.48189027188477435,0.4908224471431238
17_3,17_3\synth.csv,17_3\train.csv,17_3\val.csv,17_3\test.csv,0.4190916677700341,0.3786495989885821
17_4,17_4\synth.csv,17_4\train.csv,17_4\val.csv,17_4\test.csv,0.399352637072902,0.5162685621401217
18_0,18_0\synth.csv,18_0\train.csv,18_0\val.csv,18_0\test.csv,0.4074707022265793,0.4146441950563451
18_1,18_1\synth.csv,18_1\train.csv,18_1\val.csv,18_1\test.csv,0.48565183211047164,0.4369015525417168
18_2,18_2\synth.csv,18_2\train.csv,18_2\val.csv,18_2\test.csv,0.48189027188477435,0.4908224471431238
18_3,18_3\synth.csv,18_3\train.csv,18_3\val.csv,18_3\test.csv,0.4336628444384107,0.3786495989885821
18_4,18_4\synth.csv,18_4\train.csv,18_4\val.csv,18_4\test.csv,0.399352637072902,0.5162685621401217
19_0,19_0\synth.csv,19_0\train.csv,19_0\val.csv,19_0\test.csv,0.44277521599547237,0.4146441950563451
19_1,19_1\synth.csv,19_1\train.csv,19_1\val.csv,19_1\test.csv,0.3776897205405736,0.4369015525417168
19_2,19_2\synth.csv,19_2\train.csv,19_2\val.csv,19_2\test.csv,0.4663287190485475,0.4908224471431238
19_3,19_3\synth.csv,19_3\train.csv,19_3\val.csv,19_3\test.csv,0.4162842115908972,0.3786495989885821
19_4,19_4\synth.csv,19_4\train.csv,19_4\val.csv,19_4\test.csv,0.399352637072902,0.5162685621401217
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.4083468083468083,0.4146441950563451
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.37526395173453997,0.4369015525417168
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.4529818384458066,0.4908224471431238
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.3786495989885821,0.3786495989885821
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.399352637072902,0.5162685621401217
20_0,20_0\synth.csv,20_0\train.csv,20_0\val.csv,20_0\test.csv,0.4083468083468083,0.4146441950563451
20_1,20_1\synth.csv,20_1\train.csv,20_1\val.csv,20_1\test.csv,0.3313520409230509,0.4369015525417168
20_2,20_2\synth.csv,20_2\train.csv,20_2\val.csv,20_2\test.csv,0.38625420875420874,0.4908224471431238
20_3,20_3\synth.csv,20_3\train.csv,20_3\val.csv,20_3\test.csv,0.39447687115346436,0.3786495989885821
20_4,20_4\synth.csv,20_4\train.csv,20_4\val.csv,20_4\test.csv,0.3966294062265627,0.5162685621401217
21_0,21_0\synth.csv,21_0\train.csv,21_0\val.csv,21_0\test.csv,0.33172176798198844,0.4146441950563451
21_1,21_1\synth.csv,21_1\train.csv,21_1\val.csv,21_1\test.csv,0.4412636909246532,0.4369015525417168
21_2,21_2\synth.csv,21_2\train.csv,21_2\val.csv,21_2\test.csv,0.48189027188477435,0.4908224471431238
21_3,21_3\synth.csv,21_3\train.csv,21_3\val.csv,21_3\test.csv,0.4162842115908972,0.3786495989885821
21_4,21_4\synth.csv,21_4\train.csv,21_4\val.csv,21_4\test.csv,0.47489444979284806,0.5162685621401217
22_0,22_0\synth.csv,22_0\train.csv,22_0\val.csv,22_0\test.csv,0.4083468083468083,0.4146441950563451
22_1,22_1\synth.csv,22_1\train.csv,22_1\val.csv,22_1\test.csv,0.37526395173453997,0.4369015525417168
22_2,22_2\synth.csv,22_2\train.csv,22_2\val.csv,22_2\test.csv,0.4500918572654675,0.4908224471431238
22_3,22_3\synth.csv,22_3\train.csv,22_3\val.csv,22_3\test.csv,0.3715775984983847,0.3786495989885821
22_4,22_4\synth.csv,22_4\train.csv,22_4\val.csv,22_4\test.csv,0.399352637072902,0.5162685621401217
23_0,23_0\synth.csv,23_0\train.csv,23_0\val.csv,23_0\test.csv,0.40488410897618055,0.4146441950563451
23_1,23_1\synth.csv,23_1\train.csv,23_1\val.csv,23_1\test.csv,0.44834326311168055,0.4369015525417168
23_2,23_2\synth.csv,23_2\train.csv,23_2\val.csv,23_2\test.csv,0.48189027188477435,0.4908224471431238
23_3,23_3\synth.csv,23_3\train.csv,23_3\val.csv,23_3\test.csv,0.4338972431077694,0.3786495989885821
23_4,23_4\synth.csv,23_4\train.csv,23_4\val.csv,23_4\test.csv,0.3876839080675822,0.5162685621401217
24_0,24_0\synth.csv,24_0\train.csv,24_0\val.csv,24_0\test.csv,0.44320624642086254,0.4146441950563451
24_1,24_1\synth.csv,24_1\train.csv,24_1\val.csv,24_1\test.csv,0.37526395173453997,0.4369015525417168
24_2,24_2\synth.csv,24_2\train.csv,24_2\val.csv,24_2\test.csv,0.48189027188477435,0.4908224471431238
24_3,24_3\synth.csv,24_3\train.csv,24_3\val.csv,24_3\test.csv,0.38208498849231115,0.3786495989885821
24_4,24_4\synth.csv,24_4\train.csv,24_4\val.csv,24_4\test.csv,0.38310795869605013,0.5162685621401217
25_0,25_0\synth.csv,25_0\train.csv,25_0\val.csv,25_0\test.csv,0.4146441950563451,0.4146441950563451
25_1,25_1\synth.csv,25_1\train.csv,25_1\val.csv,25_1\test.csv,0.3528130806391676,0.4369015525417168
25_2,25_2\synth.csv,25_2\train.csv,25_2\val.csv,25_2\test.csv,0.3603584662163312,0.4908224471431238
