sepal_length,sepal_width,petal_length,petal_width,species
6.1,2.8,4.7,1.2,Iris-versicolor
5.7,2.5,1.7,0.3,Iris-setosa
7.7,2.6,6.9,2.3,Iris-virginica
6.0,2.9,4.5,1.5,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
5.4,3.1,3.758666666666666,2.0,Iris-setosa
5.6,2.9,3.6,1.3,Iris-versicolor
6.9,3.1,5.1,2.3,Iris-virginica
5.843333333333334,2.2,4.5,1.5,Iris-versicolor
5.8,2.7,3.9,1.2,Iris-versicolor
5.772955945063861,3.2,5.1,2.0,Iris-virginica
4.8,3.280815632697519,1.4,0.1,Iris-setosa
5.825909682403138,3.5,3.665058494721243,0.2,Iris-virginica
4.9,2.783415798956917,1.5,0.1,Iris-setosa
5.1,3.8,6.1,1.1986666666666668,Iris-setosa
6.3,2.267149239412336,4.7,1.6,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-virginica
5.6,2.5,3.9,1.1,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
6.4,2.8,5.6,2.2,Iris-virginica
4.7,3.2,1.6,1.1986666666666668,Iris-setosa
6.1,3.0,4.9,1.8,Iris-virginica
5.0,3.4,1.6,0.4,Iris-setosa
6.4,2.8,5.6,2.1,Iris-virginica
7.9,3.8,6.4,0.4,Iris-virginica
6.7,3.0,5.2,2.3,Iris-virginica
6.7,2.5,5.8,1.8,Iris-virginica
6.8,2.0,5.9,2.3,Iris-setosa
4.8,3.0,1.4,0.3,Iris-setosa
4.8,3.1,1.6,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-virginica
5.7,4.4,1.5,0.4,Iris-setosa
6.7,3.1,4.4,1.4,Iris-versicolor
4.8,3.4,1.2,0.2,Iris-setosa
4.4,3.2,1.3,0.5,Iris-setosa
6.3,2.5,5.0,1.9,Iris-setosa
6.4,3.2,4.5,1.5,Iris-versicolor
5.2,2.82041969974907,1.5,0.2,Iris-setosa
5.0,3.6,3.5,0.2,Iris-setosa
5.2,3.0540000000000003,1.5,0.1,Iris-setosa
5.843333333333334,2.7,5.1,1.9,Iris-virginica
6.0,3.4,4.5,1.6,Iris-versicolor
6.7,3.1,4.7,1.5,Iris-versicolor
5.4,3.9,-2.233946396863571,0.4,Iris-setosa
5.4,3.7,1.5,0.2,Iris-setosa
5.5,2.4,3.7,1.0,Iris-versicolor
6.401979762794879,2.8,5.1,1.250802355933121,Iris-virginica
6.4,3.1,5.5,1.8,Iris-virginica
6.6,3.0,4.4,1.4,Iris-versicolor
7.2,3.6,1.5,2.5,Iris-virginica
5.7,2.9,4.2,1.3,Iris-versicolor
6.6033230812131345,3.0,6.6,2.1,Iris-virginica
5.6,3.6186908526822887,4.5,1.5,Iris-versicolor
5.1,3.5,1.4,0.2,Iris-setosa
7.7,2.2,6.7,2.0,Iris-setosa
