sepal_length,sepal_width,petal_length,petal_width,species
5.843333333333334,2.9257940107541063,-0.09454859082039446,1.4,Iris-setosa
5.7,2.8,1.7,1.7720746470471536,Iris-setosa
7.2,3.2,4.4,1.3,Iris-versicolor
4.6625988567322425,4.056807832482221,1.6,0.2,Iris-versicolor
5.843333333333334,3.2,5.1,0.2,Iris-setosa
6.9795425140084175,3.0540000000000003,3.6,1.9,Iris-setosa
6.4,3.451673531212184,3.758666666666666,0.5213552026391135,Iris-virginica
5.2,2.5,1.5,0.2,Iris-setosa
4.399498624375735,3.6,0.20830818336856294,1.1986666666666668,Iris-setosa
5.843333333333334,4.1,2.7231281690111135,0.1,Iris-setosa
6.053804803720018,2.2234501375828537,1.3,0.9382069682202945,Iris-setosa
6.0,3.4,7.271097375532525,1.6,Iris-setosa
5.843333333333334,3.1,4.5,1.1986666666666668,Iris-versicolor
5.4,3.974732138511888,3.758666666666666,1.1986666666666668,Iris-setosa
5.850150910665214,2.2,2.3822976735961294,0.9019948593686542,Iris-setosa
6.886401586287549,2.2810483079722443,4.4,1.0,Iris-versicolor
4.9,2.8,5.957519525200269,2.0,Iris-versicolor
6.635129041349097,3.1,5.5,1.5,Iris-virginica
7.388455129353057,4.4,3.8805054119658693,1.4,Iris-versicolor
5.843333333333334,3.6,1.4,1.9,Iris-setosa
5.843333333333334,2.9,4.2,0.4173817830087383,Iris-versicolor
7.6,3.0,5.332300525151502,1.1986666666666668,Iris-versicolor
5.6,3.008131630189081,4.7,1.5,Iris-virginica
5.1,3.5,5.1,1.1,Iris-setosa
5.2,2.8,2.5454824208054565,1.5,Iris-setosa
5.843333333333334,3.0540000000000003,4.1,1.2,Iris-versicolor
5.3,3.4,3.758666666666666,0.2,Iris-setosa
5.0,3.5,3.758666666666666,2.4,Iris-setosa
5.1,2.7,3.758666666666666,0.2,Iris-virginica
5.760767781171454,3.0540000000000003,1.574067418768474,1.0,Iris-versicolor
4.647620873648909,3.0540000000000003,1.4,2.332682281489834,Iris-setosa
4.8,3.4,1.9,0.4466550722958369,Iris-setosa
5.0,3.0,5.8,0.2,Iris-setosa
5.1,2.0,3.0,1.9,Iris-setosa
6.1,2.7,3.530146969361211,0.9602501181730959,Iris-versicolor
4.9,2.441083097536993,6.7,0.5,Iris-versicolor
5.843333333333334,3.102371867644332,4.2,1.2,Iris-versicolor
7.7,2.9,5.7,1.1986666666666668,Iris-setosa
6.9,3.0540000000000003,6.1,0.2,Iris-virginica
8.332458937625507,3.0540000000000003,2.408713508164792,1.4,Iris-versicolor
6.151422177593502,3.3,2.4171323768060056,2.0,Iris-virginica
5.4,3.8,1.4,1.6970857585067272,Iris-setosa
4.713841701149482,2.9933832112803294,4.8,2.2,Iris-versicolor
5.8,3.383673380186254,3.8606062164488613,2.5,Iris-virginica
5.843333333333334,3.7,4.0,1.0,Iris-setosa
5.5,2.7413323085293984,4.5,1.1986666666666668,Iris-virginica
6.2,3.4,5.4,-0.9017879530889898,Iris-setosa
4.3,3.0540000000000003,4.0,2.1,Iris-versicolor
5.4,3.9,5.3595894210974,1.0424106133888422,Iris-setosa
5.942825125144386,3.0540000000000003,3.3,1.0,Iris-setosa
6.4,2.666013201652311,1.8290461360433787,1.9,Iris-versicolor
5.0,2.5,1.5,0.2,Iris-virginica
5.0,3.608347736284258,3.4946403327345337,0.2,Iris-virginica
5.5,2.4,3.758666666666666,0.2,Iris-setosa
6.7,3.0,6.872285988370252,2.4684017596391366,Iris-versicolor
6.5,3.1,1.5,1.6539509625370776,Iris-setosa
5.8614998230817115,3.0540000000000003,5.1,2.4,Iris-virginica
5.714890165337525,2.0,3.758666666666666,2.645758074713208,Iris-setosa
6.2,3.5,1.6,0.7378544813094401,Iris-setosa
5.9,3.2041822031088523,4.8,1.8,Iris-virginica
5.1,3.0540000000000003,3.758666666666666,1.835710660977173,Iris-versicolor
5.15575533480926,3.1,6.7,1.1,Iris-setosa
5.8530949379834984,2.7,6.4832494422607585,1.1986666666666668,Iris-versicolor
4.9726989304047375,4.2,2.8590713971777917,1.8,Iris-virginica
7.7,2.5036838998466733,3.758666666666666,2.6328080321690015,Iris-virginica
5.843333333333334,2.9551325275460223,6.1,1.8,Iris-setosa
4.4,2.9,1.4,1.1986666666666668,Iris-versicolor
5.5,3.4,1.1,0.1,Iris-virginica
6.4,3.0540000000000003,5.0,1.9,Iris-setosa
7.2,3.2,5.6,1.2674998910421165,Iris-virginica
5.843333333333334,3.0540000000000003,3.0891371470978632,0.2,Iris-setosa
4.3,3.2220218111363486,1.7,0.3,Iris-setosa
4.3,3.0,6.4463049829457795,0.4,Iris-setosa
5.9640737159352675,2.2,3.5,1.5,Iris-virginica
5.835135610625723,3.0540000000000003,6.0,0.6,Iris-virginica
4.6,2.8145565829698644,0.5551939793340736,1.1,Iris-setosa
7.1026450905266785,3.0,3.758666666666666,1.1986666666666668,Iris-setosa
6.7,3.0540000000000003,3.758666666666666,2.5,Iris-virginica
5.808253960324858,3.2,1.3,1.7955688933851346,Iris-setosa
5.843333333333334,3.0,1.6,0.2,Iris-versicolor
7.2,2.8,4.6,1.8,Iris-setosa
4.892157772422547,3.0716755932731092,5.106781847330152,2.3,Iris-virginica
5.7,2.8016139841355816,3.758666666666666,1.4,Iris-setosa
4.147251334291829,3.3727010921151384,4.972107341708426,1.1986666666666668,Iris-setosa
5.1,3.8,4.6,0.2,Iris-setosa
6.9,3.1,4.205430863073273,1.3,Iris-virginica
5.9,2.9,4.2,1.1986666666666668,Iris-virginica
6.5,3.0,5.2,2.1575342879275157,Iris-setosa
6.6,2.3,6.1,1.719934602484706,Iris-virginica
5.2,2.7,3.9,1.1986666666666668,Iris-setosa
5.895055780018265,2.8,-0.37101381176470616,0.8944377849006633,Iris-versicolor
6.9,2.3,4.9,0.3,Iris-versicolor
6.6,2.9,4.6,1.1986666666666668,Iris-versicolor
4.9,3.5327343611043416,4.4,1.1,Iris-versicolor
6.2,2.7,2.4709503826715613,0.2,Iris-virginica
6.0,2.316284296651057,4.1,1.3,Iris-setosa
6.552365778469161,3.0442270655639687,3.7967582185730357,2.3100822145318487,Iris-setosa
7.147765233991667,3.044127967132029,3.083961547446552,2.1,Iris-virginica
5.1,3.7,6.7,0.08716196762661266,Iris-setosa
5.5,3.0396939285790863,3.3,1.0,Iris-setosa
6.3,3.608117035597883,6.3,1.1561432479550198,Iris-versicolor
3.8716137237094643,3.0540000000000003,5.8,1.6,Iris-setosa
4.9,3.0181812425286894,1.5,0.1,Iris-setosa
6.7,2.6614875253426358,5.6,1.1986666666666668,Iris-virginica
5.843333333333334,3.0540000000000003,4.9,1.6,Iris-setosa
6.9,3.1,3.734754432006493,1.6467236474633316,Iris-versicolor
5.519313603451689,3.0,6.1,2.2421473700169927,Iris-virginica
