sepal_length,sepal_width,petal_length,petal_width,species
5.8,4.0,1.2,0.2,Iris-setosa
5.7,2.8,4.1,1.3,Iris-versicolor
5.7,4.4,1.5,0.4,Iris-setosa
5.7,4.4,1.5,0.4,Iris-setosa
6.2,2.8,4.8,1.8,Iris-virginica
5.7,4.4,1.5,0.4,Iris-setosa
5.7,4.4,1.5,0.4,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.5,4.2,1.4,0.2,Iris-setosa
7.2,3.2,6.0,1.8,Iris-virginica
5.0,3.0,1.6,0.2,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
4.8,3.4,1.6,0.2,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
5.6,3.0,4.5,1.5,Iris-versicolor
7.2,3.2,6.0,1.8,Iris-virginica
4.6,3.2,1.4,0.2,Iris-setosa
5.9,3.0,5.1,1.8,Iris-virginica
5.5,4.2,1.4,0.2,Iris-setosa
4.6,3.2,1.4,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor
4.6,3.1,1.5,0.2,Iris-setosa
4.6,3.1,1.5,0.2,Iris-setosa
5.4,3.7,1.5,0.2,Iris-setosa
6.7,3.1,5.6,2.4,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.7,2.8,4.1,1.3,Iris-versicolor
7.7,3.8,6.7,2.2,Iris-virginica
5.4,3.7,1.5,0.2,Iris-setosa
7.2,3.2,6.0,1.8,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa
5.0,3.2,1.2,0.2,Iris-setosa
5.7,2.5,5.0,2.0,Iris-virginica
4.9,3.1,1.5,0.1,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
6.3,2.8,5.1,1.5,Iris-virginica
5.0,3.2,1.2,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
6.5,2.8,4.6,1.5,Iris-versicolor
4.6,3.2,1.4,0.2,Iris-setosa
5.0,3.2,1.2,0.2,Iris-setosa
6.7,3.1,5.6,2.4,Iris-virginica
6.5,2.8,4.6,1.5,Iris-versicolor
6.0,2.2,4.0,1.0,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
5.6,3.0,4.5,1.5,Iris-versicolor
5.0,3.2,1.2,0.2,Iris-setosa
4.6,3.1,1.5,0.2,Iris-setosa
6.3,2.8,5.1,1.5,Iris-virginica
4.5,2.3,1.3,0.3,Iris-setosa
4.6,3.1,1.5,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
7.2,3.2,6.0,1.8,Iris-virginica
7.7,3.8,6.7,2.2,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica
7.7,3.8,6.7,2.2,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
4.6,3.1,1.5,0.2,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa
5.6,3.0,4.5,1.5,Iris-versicolor
6.2,2.8,4.8,1.8,Iris-virginica
6.2,2.8,4.8,1.8,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.7,2.8,4.1,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
5.0,3.0,1.6,0.2,Iris-setosa
5.7,2.5,5.0,2.0,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.5,4.2,1.4,0.2,Iris-setosa
5.8,4.0,1.2,0.2,Iris-setosa
6.3,3.3,6.0,2.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.0,3.2,1.2,0.2,Iris-setosa
6.0,2.2,4.0,1.0,Iris-versicolor
5.0,3.0,1.6,0.2,Iris-setosa
4.8,3.4,1.6,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
6.5,2.8,4.6,1.5,Iris-versicolor
4.6,3.1,1.5,0.2,Iris-setosa
6.7,3.1,4.4,1.4,Iris-versicolor
5.0,3.2,1.2,0.2,Iris-setosa
5.7,2.8,4.1,1.3,Iris-versicolor
5.7,2.5,5.0,2.0,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.0,3.0,1.6,0.2,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
5.5,4.2,1.4,0.2,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
5.7,4.4,1.5,0.4,Iris-setosa
5.9,3.0,5.1,1.8,Iris-virginica
6.7,3.1,4.4,1.4,Iris-versicolor
4.6,3.1,1.5,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
5.0,3.2,1.2,0.2,Iris-setosa
