,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.5086508914628027,0.38121736506146897
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.5061568125233568,0.4418076103270397
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.41545252489780227,0.5069797877423812
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.5265672149262612,0.4097169698775462
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.467346181075636,0.42008013967919
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.4849483504307109,0.4877148745581615
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.47813629042537165,0.497154171974934
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.49992928634855566,0.4943227367469792
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.5134928450897973,0.4967358989081399
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.46411074305811145,0.4704533340257657
2_0,2_0\synth.csv,2_0\train.csv,2_0\val.csv,2_0\test.csv,0.44419392186382484,0.4659722484321122
2_1,2_1\synth.csv,2_1\train.csv,2_1\val.csv,2_1\test.csv,0.4617409870315167,0.5086230097754497
2_2,2_2\synth.csv,2_2\train.csv,2_2\val.csv,2_2\test.csv,0.5201936481683932,0.5343890518084066
2_3,2_3\synth.csv,2_3\train.csv,2_3\val.csv,2_3\test.csv,0.5075273810905995,0.4775607568827907
2_4,2_4\synth.csv,2_4\train.csv,2_4\val.csv,2_4\test.csv,0.46943958932569746,0.47759348663805795
3_0,3_0\synth.csv,3_0\train.csv,3_0\val.csv,3_0\test.csv,0.519752255065071,0.5155982905982905
3_1,3_1\synth.csv,3_1\train.csv,3_1\val.csv,3_1\test.csv,0.41876075336960095,0.4358541881507066
3_2,3_2\synth.csv,3_2\train.csv,3_2\val.csv,3_2\test.csv,0.5323485428748588,0.5188721092056401
3_3,3_3\synth.csv,3_3\train.csv,3_3\val.csv,3_3\test.csv,0.4588437304835596,0.496349681151798
3_4,3_4\synth.csv,3_4\train.csv,3_4\val.csv,3_4\test.csv,0.4665167191482982,0.4653442617650387
4_0,4_0\synth.csv,4_0\train.csv,4_0\val.csv,4_0\test.csv,0.45988903883640725,0.4625416689339503
4_1,4_1\synth.csv,4_1\train.csv,4_1\val.csv,4_1\test.csv,0.45470818220358944,0.4620227965399996
4_2,4_2\synth.csv,4_2\train.csv,4_2\val.csv,4_2\test.csv,0.532981286344515,0.5196545857856444
4_3,4_3\synth.csv,4_3\train.csv,4_3\val.csv,4_3\test.csv,0.46949811312227424,0.3994406436983151
4_4,4_4\synth.csv,4_4\train.csv,4_4\val.csv,4_4\test.csv,0.4698012298012298,0.4312240591316107
5_0,5_0\synth.csv,5_0\train.csv,5_0\val.csv,5_0\test.csv,0.5441007857805318,0.48660260754229584
5_1,5_1\synth.csv,5_1\train.csv,5_1\val.csv,5_1\test.csv,0.5161439749608764,0.44314184153193453
5_2,5_2\synth.csv,5_2\train.csv,5_2\val.csv,5_2\test.csv,0.4159185475830985,0.5162672900837717
5_3,5_3\synth.csv,5_3\train.csv,5_3\val.csv,5_3\test.csv,0.5227159546690355,0.4871127819548872
5_4,5_4\synth.csv,5_4\train.csv,5_4\val.csv,5_4\test.csv,0.48284445301424456,0.5197001255539758
6_0,6_0\synth.csv,6_0\train.csv,6_0\val.csv,6_0\test.csv,0.36671883150756396,0.48802042688353126
6_1,6_1\synth.csv,6_1\train.csv,6_1\val.csv,6_1\test.csv,0.5307633045080821,0.5371276518141307
6_2,6_2\synth.csv,6_2\train.csv,6_2\val.csv,6_2\test.csv,0.46164007550178815,0.427642073778664
6_3,6_3\synth.csv,6_3\train.csv,6_3\val.csv,6_3\test.csv,0.49950560753111906,0.4043215763168784
6_4,6_4\synth.csv,6_4\train.csv,6_4\val.csv,6_4\test.csv,0.506056125113035,0.4293854293854294
7_0,7_0\synth.csv,7_0\train.csv,7_0\val.csv,7_0\test.csv,0.4197447202807279,0.522406933788008
7_1,7_1\synth.csv,7_1\train.csv,7_1\val.csv,7_1\test.csv,0.45582812249478916,0.514099539377598
7_2,7_2\synth.csv,7_2\train.csv,7_2\val.csv,7_2\test.csv,0.5320778096108493,0.5007650863498713
7_3,7_3\synth.csv,7_3\train.csv,7_3\val.csv,7_3\test.csv,0.5111126430870723,0.5016506857628352
7_4,7_4\synth.csv,7_4\train.csv,7_4\val.csv,7_4\test.csv,0.4683173121167248,0.46556719786137996
8_0,8_0\synth.csv,8_0\train.csv,8_0\val.csv,8_0\test.csv,0.5444444444444444,0.45678529202458806
8_1,8_1\synth.csv,8_1\train.csv,8_1\val.csv,8_1\test.csv,0.5360922107196527,0.5297427334245838
8_2,8_2\synth.csv,8_2\train.csv,8_2\val.csv,8_2\test.csv,0.5343465785182001,0.49342887493350185
8_3,8_3\synth.csv,8_3\train.csv,8_3\val.csv,8_3\test.csv,0.4499274230350783,0.46744030945711623
8_4,8_4\synth.csv,8_4\train.csv,8_4\val.csv,8_4\test.csv,0.3940791003830602,0.463732732228278
9_0,9_0\synth.csv,9_0\train.csv,9_0\val.csv,9_0\test.csv,0.4100763975803088,0.46590940408633674
9_1,9_1\synth.csv,9_1\train.csv,9_1\val.csv,9_1\test.csv,0.43318267424872525,0.4679227271685528
9_2,9_2\synth.csv,9_2\train.csv,9_2\val.csv,9_2\test.csv,0.5522358820862917,0.5014650621737645
9_3,9_3\synth.csv,9_3\train.csv,9_3\val.csv,9_3\test.csv,0.44830577655630943,0.5106931285586459
9_4,9_4\synth.csv,9_4\train.csv,9_4\val.csv,9_4\test.csv,0.5059507017146826,0.4799882378431919
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.5140230078280409,0.44690091560658934
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.5208130585937994,0.5034319002572971
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.49762953371907354,0.5250026703656718
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.451917341635992,0.4720806724149043
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.5215742057847321,0.52457726552992
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.5002688688304207,0.432156646314725
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.49578167063588047,0.508101644245142
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.46674650006411955,0.5062876541137411
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.46916961583833405,0.42899073614658817
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.43503240232799983,0.4293983405915769
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.4042813546026509,0.44947272854249604
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.48034303984172827,0.45586389272305033
