sepal_length,sepal_width,petal_length,petal_width,species
6.0,3.0,4.8,1.8,Iris-virginica
7.2,3.6,6.1,2.5,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
5.1,3.7,1.5,0.4,Iris-setosa
7.9,3.8,6.4,2.0,Iris-virginica
6.0,3.4,4.5,1.6,Iris-versicolor
6.0,3.0,4.8,1.8,Iris-virginica
5.1,3.3,1.7,0.5,Iris-setosa
5.7,2.5,5.0,2.0,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.1,3.3,1.7,0.5,Iris-setosa
4.7,3.2,1.6,0.2,Iris-setosa
6.0,3.0,4.8,1.8,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
4.7,3.2,1.6,0.2,Iris-setosa
5.1,3.3,1.7,0.5,Iris-setosa
5.1,3.3,1.7,0.5,Iris-setosa
7.9,3.8,6.4,2.0,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.1,3.3,1.7,0.5,Iris-setosa
7.2,3.6,6.1,2.5,Iris-virginica
5.1,3.7,1.5,0.4,Iris-setosa
5.1,3.7,1.5,0.4,Iris-setosa
5.1,3.3,1.7,0.5,Iris-setosa
6.0,3.4,4.5,1.6,Iris-versicolor
4.7,3.2,1.6,0.2,Iris-setosa
5.7,2.5,5.0,2.0,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
7.2,3.6,6.1,2.5,Iris-virginica
5.1,3.7,1.5,0.4,Iris-setosa
5.1,3.7,1.5,0.4,Iris-setosa
7.2,3.6,6.1,2.5,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
4.7,3.2,1.6,0.2,Iris-setosa
5.1,3.3,1.7,0.5,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
4.7,3.2,1.6,0.2,Iris-setosa
5.1,3.3,1.7,0.5,Iris-setosa
6.0,3.0,4.8,1.8,Iris-virginica
6.0,3.0,4.8,1.8,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
4.7,3.2,1.6,0.2,Iris-setosa
7.9,3.8,6.4,2.0,Iris-virginica
6.0,3.0,4.8,1.8,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
5.7,2.5,5.0,2.0,Iris-virginica
6.0,3.4,4.5,1.6,Iris-versicolor
6.0,3.4,4.5,1.6,Iris-versicolor
5.9,3.0,5.1,1.8,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
4.7,3.2,1.6,0.2,Iris-setosa
7.2,3.0,5.8,1.6,Iris-virginica
5.1,3.7,1.5,0.4,Iris-setosa
5.9,3.0,5.1,1.8,Iris-virginica
5.1,3.7,1.5,0.4,Iris-setosa
5.1,3.7,1.5,0.4,Iris-setosa
7.2,3.6,6.1,2.5,Iris-virginica
5.1,3.3,1.7,0.5,Iris-setosa
6.4,3.1,5.5,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.3,1.7,0.5,Iris-setosa
6.0,3.4,4.5,1.6,Iris-versicolor
6.0,3.0,4.8,1.8,Iris-virginica
6.0,3.4,4.5,1.6,Iris-versicolor
5.9,3.0,5.1,1.8,Iris-virginica
5.1,3.7,1.5,0.4,Iris-setosa
7.2,3.6,6.1,2.5,Iris-virginica
4.7,3.2,1.6,0.2,Iris-setosa
7.2,3.0,5.8,1.6,Iris-virginica
7.2,3.6,6.1,2.5,Iris-virginica
7.2,3.0,5.8,1.6,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
5.9,3.0,5.1,1.8,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
4.7,3.2,1.6,0.2,Iris-setosa
