,sepal_length,sepal_width,petal_length,petal_width,species
0,5.10898601904529,3.083697992730719,1.5125512102309977,0.2615308093818319,Iris-setosa
1,5.108959886966382,3.073072475274722,1.5123048025834331,0.2615308119660893,Iris-setosa
2,6.17936648862384,3.0540000002070284,4.899493125903266,1.6654592582186598,Iris-versicolor
3,6.1793664886249875,3.05400000058988,4.8994928943219,1.6654278176450736,Iris-versicolor
4,5.108949242765879,3.0567741920853115,1.511374572140721,0.26153084060020065,Iris-setosa
5,6.179366488805021,3.05400012046967,4.899527097430879,1.6654620031697809,Iris-versicolor
6,6.179366488622903,3.0540000001113157,4.899492235021426,1.665445202229027,Iris-versicolor
7,5.1089477234552785,3.054003093838227,4.899611679869751,1.6654274754533263,Iris-setosa
8,5.1089477161752095,3.054000000765223,4.899493209751366,1.665427603231612,Iris-versicolor
9,5.108948452715934,3.0548086724419505,1.5105721282478068,0.26153080867922196,Iris-setosa
10,5.108965321900822,3.079616981331401,1.5124897212907515,0.26153081010428136,Iris-setosa
11,5.108947895179627,3.0555743850993276,1.510961389359765,0.2615308875311656,Iris-setosa
12,5.109104183081473,3.070047615739739,1.5127477665540765,0.26153080915126964,Iris-setosa
13,5.109195360740488,3.0706396735804873,1.5127967341801467,0.26153080980862015,Iris-setosa
14,5.1089836036178,3.0720114840163584,1.51229863594989,0.2615308091357426,Iris-setosa
15,5.108947911663871,3.056448295281464,1.5108478701147428,0.2615308533931257,Iris-setosa
16,5.108959841946342,3.0882026378573033,1.5122160814338508,0.2615308091733279,Iris-setosa
17,6.179366488636124,3.054000001171931,4.899495294418395,1.6654324305333474,Iris-versicolor
18,6.179366488622809,3.054000000114898,4.8994929111018255,1.6655050529260738,Iris-versicolor
19,6.1793664886255915,3.054000000669118,4.899493206645648,1.6654283980002311,Iris-versicolor
20,6.179366488623,3.0540000001339087,4.8994929103506815,1.6654791133535254,Iris-versicolor
21,5.108973637355607,3.077415826585947,1.5121723635581275,0.26153080998735106,Iris-setosa
22,5.1090048345333425,3.071095687458155,1.5126824048270324,0.26153081244829013,Iris-setosa
23,5.108947716200838,3.0540000036951716,4.899498369757506,1.665428237124706,Iris-versicolor
24,5.108969370548214,3.0749307027673147,1.5125809612061474,0.2615308092133165,Iris-setosa
25,6.179366488628772,3.054000000986153,4.899494275860115,1.6654304506055588,Iris-versicolor
26,6.179366496607852,3.0540540623507093,4.899974962352626,1.6654358212003688,Iris-versicolor
27,5.109170931970483,3.0702731530743015,1.5128397371491775,0.26153080916488175,Iris-setosa
28,5.108947719256679,3.054001822991328,4.899580360206597,1.6654274752970013,Iris-setosa
29,5.108952174157056,3.065449838841638,1.511861931612113,0.2615308099516085,Iris-setosa
30,6.179366488623784,3.054000000237135,4.899492372222559,1.6654293369426763,Iris-versicolor
31,5.109019665134511,3.072604549661718,1.5122800909835092,0.26153080931835615,Iris-setosa
0,5.108950123519359,3.0865242986581247,1.5118494926453554,0.261530808737277,Iris-setosa
1,5.1089477400686585,3.0540145785600576,4.899842897491873,1.6654276398733676,Iris-versicolor
2,6.179366488637022,3.054000001204687,4.8994949173081475,1.6654295311112783,Iris-versicolor
3,5.10894775914289,3.0540845216942936,4.9001866156570095,1.665428440360937,Iris-setosa
4,5.108948315609602,3.0548841533448017,1.5106954841172888,0.26153080973360704,Iris-setosa
5,5.108998652516682,3.075881791805858,1.5122898305117594,0.26153080935912304,Iris-setosa
6,6.179366488622837,3.0540000001220635,4.899492844172677,1.6654878757400795,Iris-versicolor
7,6.179366488623225,3.054000000146509,4.899493481365852,1.6655307085969409,Iris-versicolor
8,5.10894785765339,3.054196765046188,1.510268805219228,0.2615308085597912,Iris-setosa
9,5.108953349246325,3.077283791302551,1.511957476330987,0.26153081055654853,Iris-setosa
10,5.1089477161977115,3.0540000109267873,4.8995025171683295,1.6654274966390132,Iris-versicolor
11,5.10895191913824,3.057782643277505,1.5117634973591985,0.2615308278260264,Iris-setosa
12,6.179366488623852,3.0540000001680676,4.899493858483543,1.6655202666584406,Iris-versicolor
13,6.179366488628376,3.054000000453537,4.899494568927989,1.665471502316628,Iris-versicolor
14,6.179366488623013,3.05400000012135,4.8994920436081495,1.6654322824809655,Iris-versicolor
15,5.109014133450381,3.0782095371139477,1.5126288665095509,0.2615308093678498,Iris-setosa
16,6.179366488624066,3.0540000002641916,4.899492548249848,1.665430634722748,Iris-versicolor
17,5.1089825059640726,3.0795555245690394,1.5122606559685388,0.26153080891370495,Iris-setosa
18,5.108947716474458,3.054000092550715,4.89953940472624,1.6654280357230695,Iris-versicolor
19,5.108947722334749,3.054010060570557,4.899719731567483,1.6654275170335784,Iris-versicolor
20,5.1089477178044,3.054000927918943,4.899626612588406,1.6654326994531963,Iris-versicolor
21,5.108958580357953,3.072795752413295,1.513066605720855,0.2615308182353576,Iris-setosa
22,6.179366488623207,3.054000000141379,4.89949204501473,1.6654291911473071,Iris-versicolor
23,5.108962203110864,3.064625601976352,1.5120927671989777,0.26153081022941554,Iris-setosa
24,6.179366488627159,3.0540000004941916,4.899493483156497,1.6654316352141905,Iris-versicolor
25,5.108976262462406,3.0753601353958766,1.5126653007356299,0.26153080968006265,Iris-setosa
26,6.1793664886229385,3.0540000001200105,4.899492103990986,1.6654372832706086,Iris-versicolor
27,5.109007371143751,3.0705725290007253,1.5124028447643107,0.2615308095194561,Iris-setosa
28,6.179366488623005,3.0540000001348893,4.899492349326616,1.6654435449564675,Iris-versicolor
29,6.179366488623009,3.0540000001358196,4.899492142950729,1.6654349820321601,Iris-versicolor
30,5.1089637448110485,3.075971146724949,1.511875644915413,0.26153080925597394,Iris-setosa
31,6.179366490588426,3.054006254471274,4.8997194070002505,1.6654604480701563,Iris-versicolor
0,5.10900999270839,3.0740290476719023,1.5123159313658916,0.2615308092362993,Iris-setosa
1,5.108974023259053,3.081448530980197,1.512612903810724,0.26153080884297825,Iris-setosa
