sepal_length,sepal_width,petal_length,petal_width,species
6.1,2.8,7.305369880048774,1.2,Iris-versicolor
5.7,3.8,1.7,2.1,Iris-setosa
7.7,2.6,3.758666666666666,1.8,Iris-virginica
6.0,2.9,5.5,1.5,Iris-versicolor
5.7,3.0707406578503913,5.3,1.4,Iris-versicolor
5.587962544520083,3.4,1.5,0.4,Iris-setosa
5.1,2.9,1.6,1.3,Iris-versicolor
6.9,2.5,3.461372503050064,2.3,Iris-virginica
6.2,2.2,4.5,1.5,Iris-versicolor
5.8,3.7,5.74332620639826,1.2,Iris-versicolor
5.843333333333334,3.2,5.1,2.4,Iris-versicolor
6.1,3.0,1.4,1.1986666666666668,Iris-setosa
5.5,3.5,1.3,0.2,Iris-setosa
4.9,3.1,1.5,1.7,Iris-setosa
7.7,3.8,1.5,0.4,Iris-setosa
6.3,3.3,5.6,1.6,Iris-versicolor
6.5,3.0,5.8,1.830697228111831,Iris-setosa
5.6,2.5,3.9,1.1,Iris-versicolor
5.7,2.8,4.5,0.011420790831176975,Iris-versicolor
5.843333333333334,2.9928597467452303,1.9,2.2,Iris-virginica
4.7,2.5,1.6,0.2,Iris-virginica
4.8,3.0,4.745417922659035,1.8,Iris-virginica
5.0,3.4,1.6,0.4,Iris-setosa
6.4,2.8,5.6,2.1,Iris-virginica
7.9,3.72366432238615,6.4,2.0,Iris-virginica
7.99725872622979,2.605521647889662,5.2,2.3,Iris-virginica
6.7,2.5,5.8,1.7470768440262983,Iris-versicolor
7.6,2.7403139560656156,7.96138849506003,2.3,Iris-virginica
4.8,3.0,5.1,0.3,Iris-versicolor
4.8,3.1,1.6,0.2,Iris-setosa
5.032017596261358,3.1,1.0,0.2,Iris-setosa
5.7,4.4,1.5,0.3,Iris-setosa
6.7,3.1,8.04416815279657,1.4,Iris-setosa
6.1,3.4,1.6,1.2751251113790747,Iris-setosa
6.5,3.2,1.3,0.7444590918045032,Iris-setosa
4.7,2.5,3.758666666666666,1.9,Iris-virginica
6.4,3.2,4.5,0.8637549067414486,Iris-versicolor
6.113617710027673,3.5,1.5,0.974430243927237,Iris-setosa
5.0,3.6,1.4,0.2,Iris-setosa
4.609299286437586,4.1,6.9,1.6,Iris-setosa
5.8,2.7,1.4,1.9,Iris-virginica
6.0,3.4,4.5,1.6,Iris-versicolor
5.8007005943139625,3.1,4.7,1.5,Iris-versicolor
5.4,2.5,1.3,0.4,Iris-setosa
5.106489069846923,3.0540000000000003,4.885605304332573,0.2682593360841692,Iris-setosa
5.5,2.4,3.7,0.6,Iris-setosa
5.796184357809972,2.8,5.1,1.5,Iris-virginica
6.4,3.0,5.5,1.8,Iris-virginica
6.6,3.0540000000000003,5.95411446996782,1.4,Iris-setosa
5.843333333333334,3.6,6.1,3.876714504618712,Iris-virginica
6.8,2.9,4.2,1.3,Iris-setosa
7.6,2.9598055374095327,3.758666666666666,0.3,Iris-virginica
5.6,2.9,4.5,1.3406568228764446,Iris-versicolor
5.843333333333334,3.0540000000000003,1.4,0.2,Iris-setosa
7.142850976932847,2.1903220241960946,6.7,2.0,Iris-virginica
5.8,3.5,4.1,1.1986666666666668,Iris-versicolor
5.2,3.4,1.4,0.2,Iris-setosa
5.0,3.2098646857247113,1.3,1.0,Iris-setosa
5.1,3.961126360190098,1.9,1.2742914298842785,Iris-versicolor
5.0,2.0,3.5,0.3,Iris-virginica
5.1,2.8647818631464794,5.7,1.8,Iris-virginica
4.8,3.4,3.758666666666666,0.2,Iris-setosa
5.026383805011299,3.0,3.6,0.2,Iris-setosa
5.6,3.3,1.7,2.2,Iris-setosa
5.6,2.7,4.2,1.3,Iris-versicolor
5.1,3.4,1.5,-0.08947444920226755,Iris-setosa
5.7,3.0,4.2,1.1986666666666668,Iris-setosa
7.7,3.8,1.5,2.2,Iris-setosa
4.6,3.2,6.4611213116016355,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,2.5,5.0,2.0,Iris-virginica
5.5,3.4,1.4,0.2,Iris-setosa
6.0,4.2,4.8,1.1986666666666668,Iris-virginica
5.8,2.7,5.3,1.9,Iris-virginica
6.660063005450809,3.2025538376795186,4.0,1.0,Iris-versicolor
5.4,3.0,4.5,1.5,Iris-setosa
6.2,3.4230053461191194,5.4,1.1986666666666668,Iris-virginica
5.5,2.7,3.758666666666666,1.3,Iris-setosa
5.4,3.9,1.7,0.4,Iris-virginica
5.0,2.3,3.758666666666666,1.0,Iris-setosa
7.584860807451414,2.7,5.3,1.1986666666666668,Iris-virginica
4.886403593221098,3.3,1.4,0.2,Iris-setosa
5.000445615322738,2.5,1.2,0.2,Iris-setosa
5.5,3.0540000000000003,5.15033872748561,1.1,Iris-versicolor
6.7,3.0,4.12412584291137,1.2029850951455232,Iris-versicolor
5.01663567406215,3.1,1.1,0.1,Iris-setosa
5.843333333333334,3.0540000000000003,5.1,2.4,Iris-virginica
5.0,3.4,1.5,0.2,Iris-setosa
5.0,3.550699929467324,1.6,0.6,Iris-setosa
4.73469427378268,3.2,3.3973176123726603,1.1986666666666668,Iris-versicolor
5.1,3.1,3.0,1.4,Iris-versicolor
6.9,3.2,6.641060931664253,2.3,Iris-versicolor
6.0,3.0540000000000003,2.763563594013224,1.1986666666666668,Iris-versicolor
5.843333333333334,2.6,5.6,1.5219068052982454,Iris-virginica
7.7,3.0,6.1,2.3,Iris-setosa
5.2,3.119470033847791,5.064900352285562,1.3,Iris-versicolor
4.4,2.9,1.4,0.2,Iris-setosa
4.3,3.0,1.5,0.1,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica
4.6,3.1,1.5,0.2,Iris-setosa
5.1,3.5,1.4,0.3,Iris-setosa
4.7,3.0,1.3,0.2,Iris-setosa
6.3,3.2,4.9,1.5,Iris-versicolor
