,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.10697332774451429,0.10789899917353574
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.11990174386986785,0.12523706361480713
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.09560384721963655,0.10242579265968299
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.11295105210454892,0.10969877119029614
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.08665303468906527,0.10427955746254192
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.13168329529934852,0.11294030791045806
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.08306069020222351,0.08337358698214759
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.11072568521116533,0.10646382762672024
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.09896405873933012,0.09456543808744644
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.11151836471262311,0.11504822337049547
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.12856097600805427,0.12061397561378373
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.09584463460456982,0.0933233696768736
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.13248833093196166,0.12764501486714708
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.07081603449511265,0.10129721977076411
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.13217367450114637,0.1374142115937974
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.10495947532392702,0.1013092640766653
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.11802980269244623,0.10923492019809478
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.08980284599859423,0.08773919494075688
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.10059267668310512,0.09732737271386038
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.09293122485761551,0.08993117953004837
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.09482662929732177,0.10568066096818984
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.06150649486082438,0.07862862950691674
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.10753754619564815,0.10722336702850177
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.10856153493997633,0.10880809163115279
13_4,13_4\synth.csv,13_4\train.csv,13_4\val.csv,13_4\test.csv,0.08850456340624457,0.09452686315646286
14_0,14_0\synth.csv,14_0\train.csv,14_0\val.csv,14_0\test.csv,0.10811210191290754,0.11107410900636283
14_1,14_1\synth.csv,14_1\train.csv,14_1\val.csv,14_1\test.csv,0.10960229470045957,0.10568987005972885
14_2,14_2\synth.csv,14_2\train.csv,14_2\val.csv,14_2\test.csv,0.0873869820176425,0.10640605578605766
14_3,14_3\synth.csv,14_3\train.csv,14_3\val.csv,14_3\test.csv,0.11095887551714445,0.11197856161819486
14_4,14_4\synth.csv,14_4\train.csv,14_4\val.csv,14_4\test.csv,0.1052411780519319,0.11199517476538334
15_0,15_0\synth.csv,15_0\train.csv,15_0\val.csv,15_0\test.csv,0.10564231530189161,0.11009515019825178
15_1,15_1\synth.csv,15_1\train.csv,15_1\val.csv,15_1\test.csv,0.10433433437851503,0.10572843232024676
15_2,15_2\synth.csv,15_2\train.csv,15_2\val.csv,15_2\test.csv,0.11262400208627388,0.11769411457556189
15_3,15_3\synth.csv,15_3\train.csv,15_3\val.csv,15_3\test.csv,0.12183893518785449,0.11981076869471619
15_4,15_4\synth.csv,15_4\train.csv,15_4\val.csv,15_4\test.csv,0.07909739151428508,0.07517791938417773
16_0,16_0\synth.csv,16_0\train.csv,16_0\val.csv,16_0\test.csv,0.10606004337357966,0.10672567227297447
16_1,16_1\synth.csv,16_1\train.csv,16_1\val.csv,16_1\test.csv,0.09407594829674903,0.10109844947272084
16_2,16_2\synth.csv,16_2\train.csv,16_2\val.csv,16_2\test.csv,0.09979937028820329,0.11074709004568839
16_3,16_3\synth.csv,16_3\train.csv,16_3\val.csv,16_3\test.csv,0.10416343051574017,0.100830027942999
16_4,16_4\synth.csv,16_4\train.csv,16_4\val.csv,16_4\test.csv,0.13186124821967316,0.13518337552291504
17_0,17_0\synth.csv,17_0\train.csv,17_0\val.csv,17_0\test.csv,0.09959128826339914,0.0952665867529463
17_1,17_1\synth.csv,17_1\train.csv,17_1\val.csv,17_1\test.csv,0.06635376881318777,0.06791734781376912
17_2,17_2\synth.csv,17_2\train.csv,17_2\val.csv,17_2\test.csv,0.0879797612283062,0.09557805365476268
17_3,17_3\synth.csv,17_3\train.csv,17_3\val.csv,17_3\test.csv,0.11507827811407267,0.1087310417328361
17_4,17_4\synth.csv,17_4\train.csv,17_4\val.csv,17_4\test.csv,0.08929519542221143,0.11351866889805307
18_0,18_0\synth.csv,18_0\train.csv,18_0\val.csv,18_0\test.csv,0.10618507019432988,0.07885562642297816
18_1,18_1\synth.csv,18_1\train.csv,18_1\val.csv,18_1\test.csv,0.10774016280131304,0.11998391849466972
18_2,18_2\synth.csv,18_2\train.csv,18_2\val.csv,18_2\test.csv,0.11174450158316629,0.11177461114138554
18_3,18_3\synth.csv,18_3\train.csv,18_3\val.csv,18_3\test.csv,0.12688546747715213,0.11676036424279168
18_4,18_4\synth.csv,18_4\train.csv,18_4\val.csv,18_4\test.csv,0.07811502530069203,0.09051734081817042
19_0,19_0\synth.csv,19_0\train.csv,19_0\val.csv,19_0\test.csv,0.010300274096469164,0.03686335723760359
19_1,19_1\synth.csv,19_1\train.csv,19_1\val.csv,19_1\test.csv,0.08616504420881088,0.11402983571359648
19_2,19_2\synth.csv,19_2\train.csv,19_2\val.csv,19_2\test.csv,0.1112716694727196,0.11081826847641907
19_3,19_3\synth.csv,19_3\train.csv,19_3\val.csv,19_3\test.csv,0.10965984534545092,0.10780161639696295
19_4,19_4\synth.csv,19_4\train.csv,19_4\val.csv,19_4\test.csv,0.08649703620015681,0.09236201763868623
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.10047358641571336,0.1056533696046722
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.08701156352979322,0.1069201482206128
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.1123069713533339,0.10755752226891957
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.11048931098968984,0.09122672846809421
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.09651034838297501,0.08576583558009154
20_0,20_0\synth.csv,20_0\train.csv,20_0\val.csv,20_0\test.csv,0.05178988568070897,0.0752169081669759
20_1,20_1\synth.csv,20_1\train.csv,20_1\val.csv,20_1\test.csv,0.10952004308914243,0.11080395791783859
20_2,20_2\synth.csv,20_2\train.csv,20_2\val.csv,20_2\test.csv,0.10895618705032939,0.11575500427940888
20_3,20_3\synth.csv,20_3\train.csv,20_3\val.csv,20_3\test.csv,0.11397217691102934,0.10899179837512007
20_4,20_4\synth.csv,20_4\train.csv,20_4\val.csv,20_4\test.csv,0.08232413120838844,0.09399009309399398
21_0,21_0\synth.csv,21_0\train.csv,21_0\val.csv,21_0\test.csv,0.13218169208717423,0.1296974835470368
21_1,21_1\synth.csv,21_1\train.csv,21_1\val.csv,21_1\test.csv,0.11687032813625542,0.11649974995156775
21_2,21_2\synth.csv,21_2\train.csv,21_2\val.csv,21_2\test.csv,0.08750103596874903,0.10224572124949804
21_3,21_3\synth.csv,21_3\train.csv,21_3\val.csv,21_3\test.csv,0.11657597293476907,0.11632155045009651
21_4,21_4\synth.csv,21_4\train.csv,21_4\val.csv,21_4\test.csv,0.10231589646315487,0.1039049447876167
22_0,22_0\synth.csv,22_0\train.csv,22_0\val.csv,22_0\test.csv,-0.06415465461315195,-0.05049581523636526
22_1,22_1\synth.csv,22_1\train.csv,22_1\val.csv,22_1\test.csv,0.11010109584579397,0.10260320796663525
22_2,22_2\synth.csv,22_2\train.csv,22_2\val.csv,22_2\test.csv,0.13195697253980576,0.12041682233155282
22_3,22_3\synth.csv,22_3\train.csv,22_3\val.csv,22_3\test.csv,0.08008556235438302,0.09535563993835805
22_4,22_4\synth.csv,22_4\train.csv,22_4\val.csv,22_4\test.csv,0.03612259364143933,0.050851876417775776
23_0,23_0\synth.csv,23_0\train.csv,23_0\val.csv,23_0\test.csv,0.11746912265147169,0.11692859476213024
23_1,23_1\synth.csv,23_1\train.csv,23_1\val.csv,23_1\test.csv,0.09685156595144273,0.1063615985136328
23_2,23_2\synth.csv,23_2\train.csv,23_2\val.csv,23_2\test.csv,0.09690831787842125,0.10844015611527802
23_3,23_3\synth.csv,23_3\train.csv,23_3\val.csv,23_3\test.csv,0.13196475143541564,0.12757207165224493
23_4,23_4\synth.csv,23_4\train.csv,23_4\val.csv,23_4\test.csv,0.11462064384546455,0.11282080845381937
24_0,24_0\synth.csv,24_0\train.csv,24_0\val.csv,24_0\test.csv,0.12823487930988386,0.13336739054987057
24_1,24_1\synth.csv,24_1\train.csv,24_1\val.csv,24_1\test.csv,0.13192762693804994,0.13049864086573437
24_2,24_2\synth.csv,24_2\train.csv,24_2\val.csv,24_2\test.csv,0.058259923077498166,0.07757735844595293
