,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.6016597510373444,0.5965665236051502
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.596078431372549,0.5720430107526882
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.6147368421052632,0.6040268456375838
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.5701754385964912,0.5833333333333333
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.6280623608017817,0.6187363834422659
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.5562913907284769,0.5965665236051502
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.5919661733615221,0.5720430107526882
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.6289308176100629,0.6040268456375838
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.6021505376344085,0.5833333333333333
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.6112359550561798,0.6187363834422659
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.6132264529058116,0.5965665236051502
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.5872340425531914,0.5720430107526882
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.5583524027459954,0.6040268456375838
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.5859872611464968,0.5833333333333333
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.6609808102345415,0.6187363834422659
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.6147368421052632,0.5965665236051502
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.592901878914405,0.5720430107526882
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.6042553191489363,0.6040268456375838
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.6036960985626283,0.5833333333333333
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.6291079812206574,0.6187363834422659
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.6079664570230608,0.5965665236051502
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.5672268907563026,0.5720430107526882
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.5320197044334976,0.6040268456375838
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.6047516198704103,0.5833333333333333
13_4,13_4\synth.csv,13_4\train.csv,13_4\val.csv,13_4\test.csv,0.613953488372093,0.6187363834422659
14_0,14_0\synth.csv,14_0\train.csv,14_0\val.csv,14_0\test.csv,0.5678496868475992,0.5965665236051502
14_1,14_1\synth.csv,14_1\train.csv,14_1\val.csv,14_1\test.csv,0.5872340425531914,0.5720430107526882
14_2,14_2\synth.csv,14_2\train.csv,14_2\val.csv,14_2\test.csv,0.6124197002141327,0.6040268456375838
14_3,14_3\synth.csv,14_3\train.csv,14_3\val.csv,14_3\test.csv,0.5701754385964912,0.5833333333333333
14_4,14_4\synth.csv,14_4\train.csv,14_4\val.csv,14_4\test.csv,0.6095238095238096,0.6187363834422659
15_0,15_0\synth.csv,15_0\train.csv,15_0\val.csv,15_0\test.csv,0.6195426195426196,0.5965665236051502
15_1,15_1\synth.csv,15_1\train.csv,15_1\val.csv,15_1\test.csv,0.5745140388768898,0.5720430107526882
15_2,15_2\synth.csv,15_2\train.csv,15_2\val.csv,15_2\test.csv,0.5916114790286975,0.6040268456375838
15_3,15_3\synth.csv,15_3\train.csv,15_3\val.csv,15_3\test.csv,0.6004140786749482,0.5833333333333333
15_4,15_4\synth.csv,15_4\train.csv,15_4\val.csv,15_4\test.csv,0.6241457858769932,0.6187363834422659
16_0,16_0\synth.csv,16_0\train.csv,16_0\val.csv,16_0\test.csv,0.5764966740576496,0.5965665236051502
16_1,16_1\synth.csv,16_1\train.csv,16_1\val.csv,16_1\test.csv,0.5772357723577236,0.5720430107526882
16_2,16_2\synth.csv,16_2\train.csv,16_2\val.csv,16_2\test.csv,0.6203904555314533,0.6040268456375838
16_3,16_3\synth.csv,16_3\train.csv,16_3\val.csv,16_3\test.csv,0.6234309623430963,0.5833333333333333
16_4,16_4\synth.csv,16_4\train.csv,16_4\val.csv,16_4\test.csv,0.641025641025641,0.6187363834422659
17_0,17_0\synth.csv,17_0\train.csv,17_0\val.csv,17_0\test.csv,0.609271523178808,0.5965665236051502
17_1,17_1\synth.csv,17_1\train.csv,17_1\val.csv,17_1\test.csv,0.5805084745762712,0.5720430107526882
17_2,17_2\synth.csv,17_2\train.csv,17_2\val.csv,17_2\test.csv,0.5754060324825986,0.6040268456375838
17_3,17_3\synth.csv,17_3\train.csv,17_3\val.csv,17_3\test.csv,0.5859030837004405,0.5833333333333333
17_4,17_4\synth.csv,17_4\train.csv,17_4\val.csv,17_4\test.csv,0.6135831381733021,0.6187363834422659
18_0,18_0\synth.csv,18_0\train.csv,18_0\val.csv,18_0\test.csv,0.6335403726708074,0.5965665236051502
18_1,18_1\synth.csv,18_1\train.csv,18_1\val.csv,18_1\test.csv,0.5764966740576496,0.5720430107526882
18_2,18_2\synth.csv,18_2\train.csv,18_2\val.csv,18_2\test.csv,0.60813704496788,0.6040268456375838
18_3,18_3\synth.csv,18_3\train.csv,18_3\val.csv,18_3\test.csv,0.613390928725702,0.5833333333333333
18_4,18_4\synth.csv,18_4\train.csv,18_4\val.csv,18_4\test.csv,0.6252771618625277,0.6187363834422659
19_0,19_0\synth.csv,19_0\train.csv,19_0\val.csv,19_0\test.csv,0.5848214285714286,0.5965665236051502
19_1,19_1\synth.csv,19_1\train.csv,19_1\val.csv,19_1\test.csv,0.5826086956521739,0.5720430107526882
19_2,19_2\synth.csv,19_2\train.csv,19_2\val.csv,19_2\test.csv,0.5772727272727273,0.6040268456375838
19_3,19_3\synth.csv,19_3\train.csv,19_3\val.csv,19_3\test.csv,0.5960264900662252,0.5833333333333333
19_4,19_4\synth.csv,19_4\train.csv,19_4\val.csv,19_4\test.csv,0.6344827586206897,0.6187363834422659
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.5969498910675382,0.5965665236051502
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.5776892430278885,0.5720430107526882
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.6305220883534136,0.6040268456375838
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.5905172413793103,0.5833333333333333
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.616822429906542,0.6187363834422659
