sepal_length,sepal_width,petal_length,petal_width,species
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.1,3.5,1.4,0.3,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
5.9,3.0,4.2,1.5,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
5.9,3.0,4.2,1.5,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.8,1.6,0.2,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.1,3.5,1.4,0.3,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
5.9,3.0,4.2,1.5,Iris-versicolor
5.1,3.5,1.4,0.3,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
5.6,3.0,4.1,1.3,Iris-versicolor
7.3,2.9,6.3,1.8,Iris-virginica
5.1,3.8,1.6,0.2,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
5.9,3.0,4.2,1.5,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.5,1.4,0.3,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
5.1,3.5,1.4,0.3,Iris-setosa
6.0,2.2,5.0,1.5,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.8,1.6,0.2,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
5.1,3.8,1.6,0.2,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.8,1.6,0.2,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa
5.6,3.0,4.1,1.3,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
7.3,2.9,6.3,1.8,Iris-virginica
7.3,2.9,6.3,1.8,Iris-virginica
5.1,3.5,1.4,0.3,Iris-setosa
5.9,3.0,4.2,1.5,Iris-versicolor
5.6,3.0,4.1,1.3,Iris-versicolor
6.0,2.2,5.0,1.5,Iris-virginica
5.9,3.0,4.2,1.5,Iris-versicolor
