sepal_length,sepal_width,petal_length,petal_width,species
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.3,3.3,6.0,2.5,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.9,3.2,5.7,2.3,Iris-virginica
6.4,2.9,4.3,1.3,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
