sepal_length,sepal_width,petal_length,petal_width,species
6.4,3.2,5.3,2.3,Iris-virginica
6.6,3.0,4.4,1.4,Iris-versicolor
6.4,2.8,5.6,2.2,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
5.2,4.1,1.5,0.1,Iris-setosa
6.4,3.2,5.3,2.3,Iris-virginica
5.4,3.7,1.5,0.2,Iris-setosa
6.6,3.0,4.4,1.4,Iris-versicolor
5.5,2.4,3.7,1.0,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
6.4,2.8,5.6,2.2,Iris-virginica
5.0,3.5,1.3,0.3,Iris-setosa
6.5,3.2,5.1,2.0,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
6.4,3.2,4.5,1.5,Iris-versicolor
6.4,3.2,4.5,1.5,Iris-versicolor
5.8,2.8,5.1,2.4,Iris-virginica
6.4,3.2,5.3,2.3,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
4.3,3.0,1.1,0.1,Iris-setosa
6.4,2.8,5.6,2.1,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
4.4,3.2,1.3,0.2,Iris-setosa
5.5,2.4,3.7,1.0,Iris-versicolor
6.4,2.8,5.6,2.1,Iris-virginica
4.3,3.0,1.1,0.1,Iris-setosa
5.8,2.8,5.1,2.4,Iris-virginica
5.8,2.8,5.1,2.4,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
6.8,3.2,5.9,2.3,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
6.4,3.2,5.3,2.3,Iris-virginica
5.4,3.7,1.5,0.2,Iris-setosa
6.4,3.2,5.3,2.3,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
4.3,3.0,1.1,0.1,Iris-setosa
5.4,3.7,1.5,0.2,Iris-setosa
6.4,3.2,4.5,1.5,Iris-versicolor
6.4,2.8,5.6,2.1,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
5.5,2.4,3.7,1.0,Iris-versicolor
5.5,2.4,3.7,1.0,Iris-versicolor
5.5,2.4,3.7,1.0,Iris-versicolor
6.6,3.0,4.4,1.4,Iris-versicolor
5.6,3.0,4.5,1.5,Iris-versicolor
5.8,2.8,5.1,2.4,Iris-virginica
6.6,3.0,4.4,1.4,Iris-versicolor
6.2,3.4,5.4,2.3,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
5.0,3.5,1.3,0.3,Iris-setosa
5.8,2.7,5.1,1.9,Iris-virginica
5.8,2.8,5.1,2.4,Iris-virginica
5.2,4.1,1.5,0.1,Iris-setosa
5.2,4.1,1.5,0.1,Iris-setosa
5.8,2.7,5.1,1.9,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
6.4,3.2,5.3,2.3,Iris-virginica
6.4,2.8,5.6,2.2,Iris-virginica
6.8,3.2,5.9,2.3,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
5.4,3.7,1.5,0.2,Iris-setosa
5.8,2.7,5.1,1.9,Iris-virginica
5.5,2.4,3.7,1.0,Iris-versicolor
4.4,3.2,1.3,0.2,Iris-setosa
6.5,3.2,5.1,2.0,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
5.6,3.0,4.5,1.5,Iris-versicolor
5.2,4.1,1.5,0.1,Iris-setosa
4.3,3.0,1.1,0.1,Iris-setosa
6.4,3.2,5.3,2.3,Iris-virginica
6.6,3.0,4.4,1.4,Iris-versicolor
5.0,3.5,1.3,0.3,Iris-setosa
6.8,3.2,5.9,2.3,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
4.3,3.0,1.1,0.1,Iris-setosa
5.4,3.7,1.5,0.2,Iris-setosa
5.0,3.5,1.3,0.3,Iris-setosa
5.8,2.8,5.1,2.4,Iris-virginica
6.8,3.0,5.5,2.1,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
6.5,3.2,5.1,2.0,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
5.8,2.7,5.1,1.9,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
6.6,3.0,4.4,1.4,Iris-versicolor
5.2,4.1,1.5,0.1,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
4.4,3.2,1.3,0.2,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
6.4,2.8,5.6,2.1,Iris-virginica
4.3,3.0,1.1,0.1,Iris-setosa
6.4,3.2,5.3,2.3,Iris-virginica
6.6,3.0,4.4,1.4,Iris-versicolor
6.6,3.0,4.4,1.4,Iris-versicolor
5.4,3.7,1.5,0.2,Iris-setosa
4.4,3.2,1.3,0.2,Iris-setosa
6.5,3.2,5.1,2.0,Iris-virginica
4.3,3.0,1.1,0.1,Iris-setosa
6.4,2.8,5.6,2.2,Iris-virginica
6.4,2.8,5.6,2.2,Iris-virginica
6.2,3.4,5.4,2.3,Iris-virginica
5.7,2.5,5.0,2.0,Iris-virginica
5.5,2.4,3.7,1.0,Iris-versicolor
4.4,3.2,1.3,0.2,Iris-setosa
4.4,3.2,1.3,0.2,Iris-setosa
5.8,2.8,5.1,2.4,Iris-virginica
5.8,2.7,5.1,1.9,Iris-virginica
5.4,3.7,1.5,0.2,Iris-setosa
6.2,3.4,5.4,2.3,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
4.4,3.2,1.3,0.2,Iris-setosa
