,sepal_length,sepal_width,petal_length,petal_width,species
0,5.399313403717972,3.678169576558398,1.506353456537407,0.19207628212453853,Iris-setosa
1,6.041374311458176,2.813444540430075,5.0448439509887075,2.16538305426037,Iris-virginica
2,5.198956515136243,4.145607292416799,1.4000708080410624,0.06932434110987415,Iris-setosa
3,5.119324829240914,2.735188552973751,3.6858809220542286,1.1818862003202861,Iris-versicolor
4,5.912383730045968,2.5216069642756977,4.680125781156166,1.8481473618668207,Iris-virginica
5,4.726592671358327,4.126824791290553,1.5539279267622856,0.2803703857114538,Iris-setosa
6,6.93177277362733,3.11960923291131,4.9378423741719395,1.6388674460801034,Iris-versicolor
7,6.684578820264426,2.824220726337481,5.254175175317566,1.3252487248763902,Iris-virginica
8,7.000425509863571,2.575278508924489,5.780831879092023,2.0031031178560794,Iris-virginica
9,5.6237018018002765,3.1521029435747168,4.0708033808059305,1.3848131137711808,Iris-versicolor
10,4.586721421346807,2.9506565517800536,1.4088242642549658,0.19860050486978195,Iris-setosa
11,5.611334285563776,2.75798155810318,4.668076119684423,1.627430207576773,Iris-virginica
12,5.552571750794444,2.1666775161107092,2.8534242445018343,1.092465676864288,Iris-versicolor
13,5.739021164311825,3.065956069058635,4.9700749470412795,1.5634478055039274,Iris-versicolor
14,5.606156169276194,3.075725881857234,4.5225041322998125,1.8106767788806628,Iris-versicolor
15,6.795935788040396,2.6883165782254848,5.15595885231111,1.78415727412783,Iris-virginica
16,4.387641804217859,3.0530479988836157,1.6264271082898576,0.30314774260585853,Iris-setosa
17,7.143785395175598,3.2713389619919395,6.338068352403963,2.1144971897348643,Iris-virginica
18,6.58267701002195,2.9235751310348217,5.367003052393589,1.651592878416203,Iris-virginica
19,6.388405376413871,2.6427691451224327,4.153319865139554,1.4324482925644069,Iris-versicolor
20,4.509760696953357,1.8565435820351737,3.942697964946764,1.0203567302808891,Iris-versicolor
21,7.212761210383462,3.1422032100157318,5.5755493432861405,2.0851269474975513,Iris-virginica
22,5.977998760824657,3.1603853168243816,4.8152760853125445,1.4495630054690207,Iris-versicolor
23,4.414736160881082,3.4070874830591817,1.287974507090492,0.2069916357559869,Iris-setosa
24,5.16503340263608,3.4977453226498967,1.3839737288547416,0.27774686260924497,Iris-setosa
25,5.817961784038321,3.3630417341388905,1.8749424633400336,0.4736485394957022,Iris-setosa
26,5.151114178366497,3.569458285078068,1.7850858371085727,0.39265567025440895,Iris-setosa
27,4.860675508630144,3.454450948079725,1.660348894874377,0.34182411355706055,Iris-setosa
28,6.430913186306531,2.8781567934170607,5.416722698595243,1.586660903346673,Iris-virginica
29,5.1204987220941565,3.8082027035476207,1.5880784895111204,0.2847755942080194,Iris-setosa
30,4.907476068478449,2.9000963992241795,1.4511690317439006,0.9333694648885984,Iris-setosa
31,4.886208972357006,2.6322939792067963,1.7003821376070993,0.2593949886374081,Iris-setosa
32,5.040437696154757,3.739809604738537,1.7448761917660798,0.3080320237273221,Iris-setosa
33,6.186256606895361,3.020804006373063,4.31507415034943,1.3951865782696284,Iris-versicolor
34,6.6110300292311575,2.9825943512087254,4.123850263100942,1.2488966563685453,Iris-versicolor
35,5.042458189451011,3.2565346524563807,1.3941946321314875,0.25890391078539315,Iris-setosa
36,4.76165435262207,3.4633784840520025,1.3622368930730009,0.13950776414739968,Iris-setosa
37,6.6826849167300795,2.7993008920869356,5.722088316973493,1.952246490596558,Iris-virginica
38,4.970978959186918,2.942269759452135,1.3736087969933,0.2838834054885932,Iris-setosa
39,6.3469802773540245,2.7945894038027483,4.7536023496619535,1.7114755818437777,Iris-versicolor
40,5.714864844575171,2.510515923832088,3.8402922293908066,1.2227560672436268,Iris-versicolor
41,5.6400601342141625,2.803616138005987,4.514512399956928,1.6400119345651858,Iris-versicolor
42,4.877451671215556,3.588641566003379,1.5110844311545215,0.22902377242639174,Iris-setosa
43,6.608823916976324,2.7891677492813796,5.289415667692934,2.022235980724152,Iris-virginica
