,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.12344080233006349,0.12344080233006349
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.12823361288936397,0.12823361288936397
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.13875749846794083,0.13875749846794083
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.1376329516957765,0.1376329516957765
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.11959854198619657,0.11959854198619657
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.12589001018995016,0.12344080233006349
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.12823361288936397,0.12823361288936397
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.13875749846794083,0.13875749846794083
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.1376329516957765,0.1376329516957765
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.11959854198619657,0.11959854198619657
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.12589001018995016,0.12344080233006349
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.12823361288936397,0.12823361288936397
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.13875749846794083,0.13875749846794083
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.1376329516957765,0.1376329516957765
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.11959854198619657,0.11959854198619657
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.12589001018995016,0.12344080233006349
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.12823361288936397,0.12823361288936397
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.13875749846794083,0.13875749846794083
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.1376329516957765,0.1376329516957765
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.11959854198619657,0.11959854198619657
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.12344080233006349,0.12344080233006349
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.12823361288936397,0.12823361288936397
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.13875749846794083,0.13875749846794083
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.1376329516957765,0.1376329516957765
13_4,13_4\synth.csv,13_4\train.csv,13_4\val.csv,13_4\test.csv,0.11959854198619657,0.11959854198619657
14_0,14_0\synth.csv,14_0\train.csv,14_0\val.csv,14_0\test.csv,0.12344080233006349,0.12344080233006349
14_1,14_1\synth.csv,14_1\train.csv,14_1\val.csv,14_1\test.csv,0.12823361288936397,0.12823361288936397
14_2,14_2\synth.csv,14_2\train.csv,14_2\val.csv,14_2\test.csv,0.13875749846794083,0.13875749846794083
14_3,14_3\synth.csv,14_3\train.csv,14_3\val.csv,14_3\test.csv,0.1376329516957765,0.1376329516957765
14_4,14_4\synth.csv,14_4\train.csv,14_4\val.csv,14_4\test.csv,0.11959854198619657,0.11959854198619657
15_0,15_0\synth.csv,15_0\train.csv,15_0\val.csv,15_0\test.csv,0.12589001018995016,0.12344080233006349
15_1,15_1\synth.csv,15_1\train.csv,15_1\val.csv,15_1\test.csv,0.12823361288936397,0.12823361288936397
15_2,15_2\synth.csv,15_2\train.csv,15_2\val.csv,15_2\test.csv,0.13875749846794083,0.13875749846794083
