sepal_length,sepal_width,petal_length,petal_width,species
5.843333333333334,3.0540000000000003,3.758666666666666,1.2459797514807023,Iris-setosa
5.843333333333334,4.4,4.6,0.27174971055641217,Iris-virginica
5.843333333333334,3.1,3.16749420933503,1.1986666666666668,Iris-setosa
6.341386069426154,3.3335970989485384,6.7,0.6,Iris-versicolor
4.4,2.0,3.758666666666666,1.132173412249878,Iris-versicolor
7.7,3.0540000000000003,3.758666666666666,1.1986666666666668,Iris-virginica
5.829012611261975,3.0540000000000003,5.5,1.8,Iris-setosa
6.255435918705603,4.1,5.2719271624421005,1.007329233944074,Iris-setosa
5.061073501424684,3.0540000000000003,1.4,1.1,Iris-setosa
6.19808217688539,3.5,1.5,-1.1584194956604277,Iris-setosa
4.5,3.1,5.1,2.1,Iris-setosa
7.2,3.5361585669055495,5.8,1.749360499262908,Iris-setosa
6.7,2.70836249322379,4.2,1.5,Iris-setosa
4.617196582710153,3.0540000000000003,1.2194665094495831,1.8,Iris-versicolor
4.7,3.160911525695981,3.758666666666666,-0.8159554261180821,Iris-versicolor
5.951225085146427,2.4,3.152464395103063,1.616657609915544,Iris-setosa
5.843333333333334,2.6429314710842324,5.1,0.6716661311737431,Iris-setosa
6.8830567845983825,3.0,5.5,1.3052074898906432,Iris-virginica
7.1,3.1,3.758666666666666,0.34254642332480056,Iris-versicolor
7.2,3.0,1.9638578713603236,2.5,Iris-virginica
5.378944115525683,4.2,5.1,2.4,Iris-virginica
6.325935412116972,3.0540000000000003,1.3006812000725674,1.1986666666666668,Iris-setosa
5.6,2.6451414363729513,3.41043321517365,1.1986666666666668,Iris-virginica
5.1,3.5,1.7,0.8391524309268985,Iris-setosa
7.7,3.0540000000000003,4.2,2.5456909990767955,Iris-setosa
4.3,2.5563890299235306,4.1,0.9706993231070753,Iris-setosa
6.7,3.0540000000000003,5.5,2.4,Iris-setosa
5.464429438728105,3.5,3.5884505058219225,0.5,Iris-versicolor
3.946680490384704,3.9053702921168076,3.8304671534531547,1.8,Iris-setosa
6.4,2.0,0.5258758462208162,2.3,Iris-versicolor
5.394651464251927,3.1984820486451206,6.492617207132843,0.4,Iris-setosa
7.7,2.9,3.758666666666666,-1.7183784189395888,Iris-setosa
6.1704115858870185,3.0,2.594631403206552,0.757536132791298,Iris-setosa
6.7,2.7,1.4,0.3,Iris-versicolor
5.545758238929255,2.8709708498223425,4.8395091669512205,0.5,Iris-virginica
5.843333333333334,3.4,1.5,1.6,Iris-setosa
5.9,2.764703232409282,6.760044962616078,1.4,Iris-setosa
5.2708122462928575,2.5933841465446017,9.464818201787143,1.1986666666666668,Iris-setosa
5.807482625636607,2.9,6.3,0.2,Iris-setosa
5.55160856725867,2.917253326173448,6.575589591528736,0.8752602177899708,Iris-virginica
5.843333333333334,4.1,4.912820645679072,0.2,Iris-setosa
5.147947691043701,3.1,3.758666666666666,1.2089971750548092,Iris-versicolor
5.12176145802428,3.5,3.758666666666666,0.4,Iris-setosa
6.1,2.7,4.965572595165856,3.0966882979231194,Iris-virginica
5.602011295918992,2.2,4.0,1.0,Iris-versicolor
5.5,2.870523550676882,3.758666666666666,1.1986666666666668,Iris-virginica
5.843333333333334,3.8278831037804335,1.1,1.1986666666666668,Iris-versicolor
6.222465488608423,3.5,1.4588160846895413,1.3,Iris-setosa
5.843333333333334,3.5,5.6,1.8,Iris-setosa
