,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.43983402489626555,0.5171102661596958
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.5401459854014599,0.4942965779467681
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.6023166023166023,0.6016260162601627
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.5407407407407407,0.5454545454545455
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.5250965250965252,0.5904761904761904
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.4710743801652892,0.6363636363636364
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.5271317829457365,0.5743944636678201
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.5081967213114753,0.5496183206106869
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.546875,0.5703422053231939
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.5771812080536912,0.5776173285198556
2_0,2_0\synth.csv,2_0\train.csv,2_0\val.csv,2_0\test.csv,0.6418918918918918,0.6084142394822006
2_1,2_1\synth.csv,2_1\train.csv,2_1\val.csv,2_1\test.csv,0.5551020408163265,0.598639455782313
2_2,2_2\synth.csv,2_2\train.csv,2_2\val.csv,2_2\test.csv,0.5,0.547945205479452
2_3,2_3\synth.csv,2_3\train.csv,2_3\val.csv,2_3\test.csv,0.6283987915407856,0.6095238095238096
2_4,2_4\synth.csv,2_4\train.csv,2_4\val.csv,2_4\test.csv,0.6144200626959248,0.5487364620938627
3_0,3_0\synth.csv,3_0\train.csv,3_0\val.csv,3_0\test.csv,0.6028368794326241,0.5957446808510638
3_1,3_1\synth.csv,3_1\train.csv,3_1\val.csv,3_1\test.csv,0.6118421052631579,0.6233766233766235
3_2,3_2\synth.csv,3_2\train.csv,3_2\val.csv,3_2\test.csv,0.5540540540540542,0.6687898089171974
3_3,3_3\synth.csv,3_3\train.csv,3_3\val.csv,3_3\test.csv,0.5576208178438661,0.5597014925373135
3_4,3_4\synth.csv,3_4\train.csv,3_4\val.csv,3_4\test.csv,0.6392405063291139,0.6133333333333334
4_0,4_0\synth.csv,4_0\train.csv,4_0\val.csv,4_0\test.csv,0.5703422053231939,0.6195286195286195
4_1,4_1\synth.csv,4_1\train.csv,4_1\val.csv,4_1\test.csv,0.45299145299145305,0.47107438016528924
4_2,4_2\synth.csv,4_2\train.csv,4_2\val.csv,4_2\test.csv,0.5543859649122808,0.56
4_3,4_3\synth.csv,4_3\train.csv,4_3\val.csv,4_3\test.csv,0.6,0.613793103448276
4_4,4_4\synth.csv,4_4\train.csv,4_4\val.csv,4_4\test.csv,0.47210300429184543,0.5703125
5_0,5_0\synth.csv,5_0\train.csv,5_0\val.csv,5_0\test.csv,0.5666666666666665,0.5714285714285714
5_1,5_1\synth.csv,5_1\train.csv,5_1\val.csv,5_1\test.csv,0.493827160493827,0.5859375
5_2,5_2\synth.csv,5_2\train.csv,5_2\val.csv,5_2\test.csv,0.6007067137809187,0.6137931034482759
5_3,5_3\synth.csv,5_3\train.csv,5_3\val.csv,5_3\test.csv,0.5519713261648745,0.5655737704918032
5_4,5_4\synth.csv,5_4\train.csv,5_4\val.csv,5_4\test.csv,0.5684931506849316,0.5555555555555556
6_0,6_0\synth.csv,6_0\train.csv,6_0\val.csv,6_0\test.csv,0.5787545787545788,0.5851851851851853
6_1,6_1\synth.csv,6_1\train.csv,6_1\val.csv,6_1\test.csv,0.6366782006920415,0.6299212598425197
6_2,6_2\synth.csv,6_2\train.csv,6_2\val.csv,6_2\test.csv,0.5474452554744526,0.5224489795918368
6_3,6_3\synth.csv,6_3\train.csv,6_3\val.csv,6_3\test.csv,0.5399239543726235,0.5
6_4,6_4\synth.csv,6_4\train.csv,6_4\val.csv,6_4\test.csv,0.5973154362416107,0.5761316872427984
7_0,7_0\synth.csv,7_0\train.csv,7_0\val.csv,7_0\test.csv,0.5852090032154341,0.5111111111111112
7_1,7_1\synth.csv,7_1\train.csv,7_1\val.csv,7_1\test.csv,0.5128205128205128,0.510948905109489
7_2,7_2\synth.csv,7_2\train.csv,7_2\val.csv,7_2\test.csv,0.6204620462046204,0.549618320610687
7_3,7_3\synth.csv,7_3\train.csv,7_3\val.csv,7_3\test.csv,0.5928338762214984,0.5897435897435898
7_4,7_4\synth.csv,7_4\train.csv,7_4\val.csv,7_4\test.csv,0.5338345864661654,0.47430830039525695
8_0,8_0\synth.csv,8_0\train.csv,8_0\val.csv,8_0\test.csv,0.5454545454545454,0.5660377358490566
8_1,8_1\synth.csv,8_1\train.csv,8_1\val.csv,8_1\test.csv,0.49635036496350365,0.5933333333333334
8_2,8_2\synth.csv,8_2\train.csv,8_2\val.csv,8_2\test.csv,0.5921052631578946,0.6000000000000001
8_3,8_3\synth.csv,8_3\train.csv,8_3\val.csv,8_3\test.csv,0.6354515050167224,0.5845070422535211
8_4,8_4\synth.csv,8_4\train.csv,8_4\val.csv,8_4\test.csv,0.6410256410256411,0.6560509554140127
9_0,9_0\synth.csv,9_0\train.csv,9_0\val.csv,9_0\test.csv,0.63258785942492,0.5734265734265733
9_1,9_1\synth.csv,9_1\train.csv,9_1\val.csv,9_1\test.csv,0.5906040268456376,0.5663082437275985
9_2,9_2\synth.csv,9_2\train.csv,9_2\val.csv,9_2\test.csv,0.6225165562913907,0.5672727272727273
9_3,9_3\synth.csv,9_3\train.csv,9_3\val.csv,9_3\test.csv,0.5363984674329502,0.58
9_4,9_4\synth.csv,9_4\train.csv,9_4\val.csv,9_4\test.csv,0.5671641791044776,0.5745454545454546
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.5573770491803278,0.5873605947955391
