sepal_length,sepal_width,petal_length,petal_width,species
4.4,2.9,1.4,0.2,Iris-setosa
6.5,3.0,5.8,2.2,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica
5.6,2.9,3.6,1.3,Iris-versicolor
5.8,2.6,4.0,1.2,Iris-versicolor
5.0,3.4,1.6,0.4,Iris-setosa
4.7,3.2,1.3,0.2,Iris-setosa
4.7,3.2,1.3,0.2,Iris-setosa
5.0,2.3,3.3,1.0,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
7.1,3.0,5.9,2.1,Iris-virginica
5.0,3.4,1.6,0.4,Iris-setosa
5.0,3.3,1.4,0.2,Iris-setosa
6.1,3.0,4.6,1.4,Iris-versicolor
5.6,2.9,3.6,1.3,Iris-versicolor
6.5,3.0,5.2,2.0,Iris-virginica
6.9,3.1,5.4,2.1,Iris-virginica
7.4,2.8,6.1,1.9,Iris-virginica
6.5,3.0,5.2,2.0,Iris-virginica
5.6,2.9,3.6,1.3,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
7.1,3.0,5.9,2.1,Iris-virginica
7.2,3.2,6.0,1.8,Iris-virginica
5.0,3.2,1.2,0.2,Iris-setosa
5.8,4.0,1.2,0.2,Iris-setosa
7.4,2.8,6.1,1.9,Iris-virginica
5.8,2.6,4.0,1.2,Iris-versicolor
7.4,2.8,6.1,1.9,Iris-virginica
5.1,2.5,3.0,1.1,Iris-versicolor
5.1,2.5,3.0,1.1,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor
5.0,3.3,1.4,0.2,Iris-setosa
5.0,3.4,1.6,0.4,Iris-setosa
5.8,2.6,4.0,1.2,Iris-versicolor
4.7,3.2,1.3,0.2,Iris-setosa
5.8,2.6,4.0,1.2,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
5.0,3.2,1.2,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
6.8,2.8,4.8,1.4,Iris-versicolor
6.7,3.0,5.0,1.7,Iris-versicolor
5.8,4.0,1.2,0.2,Iris-setosa
5.8,2.6,4.0,1.2,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-virginica
5.8,2.6,4.0,1.2,Iris-versicolor
4.7,3.2,1.3,0.2,Iris-setosa
6.5,3.0,5.8,2.2,Iris-virginica
5.8,2.6,4.0,1.2,Iris-versicolor
4.4,2.9,1.4,0.2,Iris-setosa
6.7,3.0,5.0,1.7,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
6.5,3.0,5.2,2.0,Iris-virginica
5.8,4.0,1.2,0.2,Iris-setosa
5.0,3.3,1.4,0.2,Iris-setosa
5.0,3.3,1.4,0.2,Iris-setosa
5.1,2.5,3.0,1.1,Iris-versicolor
4.7,3.2,1.3,0.2,Iris-setosa
6.9,3.1,5.1,2.3,Iris-virginica
6.1,3.0,4.6,1.4,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor
5.8,2.6,4.0,1.2,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
6.7,3.3,5.7,2.1,Iris-virginica
4.4,2.9,1.4,0.2,Iris-setosa
5.7,2.8,4.1,1.3,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-virginica
5.7,2.8,4.1,1.3,Iris-versicolor
7.4,2.8,6.1,1.9,Iris-virginica
5.7,2.8,4.1,1.3,Iris-versicolor
4.7,3.2,1.3,0.2,Iris-setosa
6.7,3.0,5.0,1.7,Iris-versicolor
6.7,3.3,5.7,2.1,Iris-virginica
6.7,3.3,5.7,2.1,Iris-virginica
5.0,3.4,1.6,0.4,Iris-setosa
6.7,3.0,5.0,1.7,Iris-versicolor
5.8,4.0,1.2,0.2,Iris-setosa
5.7,2.8,4.1,1.3,Iris-versicolor
6.7,3.3,5.7,2.1,Iris-virginica
6.9,3.1,5.4,2.1,Iris-virginica
6.1,3.0,4.6,1.4,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-virginica
7.4,2.8,6.1,1.9,Iris-virginica
5.1,2.5,3.0,1.1,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
4.4,2.9,1.4,0.2,Iris-setosa
6.9,3.1,5.1,2.3,Iris-virginica
4.4,2.9,1.4,0.2,Iris-setosa
6.7,3.3,5.7,2.1,Iris-virginica
5.4,3.4,1.5,0.4,Iris-setosa
5.0,3.3,1.4,0.2,Iris-setosa
5.0,2.3,3.3,1.0,Iris-versicolor
5.6,2.9,3.6,1.3,Iris-versicolor
5.0,3.2,1.2,0.2,Iris-setosa
7.2,3.2,6.0,1.8,Iris-virginica
5.7,2.8,4.1,1.3,Iris-versicolor
7.1,3.0,5.9,2.1,Iris-virginica
6.5,3.0,5.8,2.2,Iris-virginica
6.9,3.1,5.1,2.3,Iris-virginica
5.8,2.6,4.0,1.2,Iris-versicolor
6.7,3.0,5.0,1.7,Iris-versicolor
5.0,3.3,1.4,0.2,Iris-setosa
7.2,3.2,6.0,1.8,Iris-virginica
6.5,3.0,5.2,2.0,Iris-virginica
7.4,2.8,6.1,1.9,Iris-virginica
5.7,2.8,4.1,1.3,Iris-versicolor
7.4,2.8,6.1,1.9,Iris-virginica
5.8,4.0,1.2,0.2,Iris-setosa
7.2,3.2,6.0,1.8,Iris-virginica
5.7,2.8,4.5,1.3,Iris-versicolor
5.0,3.4,1.6,0.4,Iris-setosa
5.8,2.6,4.0,1.2,Iris-versicolor
5.8,2.6,4.0,1.2,Iris-versicolor
5.0,2.3,3.3,1.0,Iris-versicolor
5.8,4.0,1.2,0.2,Iris-setosa
6.5,3.0,5.8,2.2,Iris-virginica
7.1,3.0,5.9,2.1,Iris-virginica
6.7,3.0,5.0,1.7,Iris-versicolor
