sepal_length,sepal_width,petal_length,petal_width,species
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
5.1,3.4,1.5,0.2,Iris-setosa
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
5.7,3.0,4.2,1.2,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.7,3.0,4.2,1.2,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,3.4,1.5,0.2,Iris-setosa
6.2,2.9,4.3,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
