sepal_length,sepal_width,petal_length,petal_width,species
6.1,2.8,4.7,1.2,Iris-versicolor
5.7,3.8,1.7,0.3,Iris-setosa
7.7,2.6,6.9,2.3,Iris-virginica
6.0,2.9,4.5,1.5,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
5.4,3.4,5.7,0.4,Iris-setosa
5.6,2.9,3.6,0.626147364022345,Iris-versicolor
6.9,3.1,5.1,2.3,Iris-virginica
6.2,2.2,4.5,1.5,Iris-versicolor
5.8,2.7,3.9,1.2,Iris-versicolor
6.5,3.2,3.758666666666666,1.5,Iris-virginica
4.8,3.0,1.4,0.1,Iris-setosa
5.5,3.5,1.3,0.2,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa
5.1,3.8,1.5,2.0,Iris-virginica
6.3,3.3,4.7,1.6,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-virginica
5.6,2.5,3.9,1.1,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
6.4,2.8,6.557980492882587,2.2,Iris-virginica
4.845205420171041,3.0540000000000003,3.758666666666666,0.2,Iris-setosa
6.1,3.4590092172468694,4.9,1.8,Iris-virginica
5.0,3.4,1.6,0.4,Iris-setosa
6.4,2.9930009670960613,5.6,2.1,Iris-virginica
8.432936795313276,3.8,3.758666666666666,2.0,Iris-virginica
6.7,3.0,4.0,2.3,Iris-virginica
5.8,2.5,5.8,1.8,Iris-virginica
6.3,3.0540000000000003,5.9,2.4321009795882933,Iris-virginica
4.8,3.4,1.4,0.3,Iris-setosa
4.8,3.1,1.6,0.20132916639898502,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.7,4.4,1.5,0.4,Iris-setosa
6.7,3.1,4.4,1.4,Iris-versicolor
4.8,3.4,1.2,0.2,Iris-setosa
4.4,3.2,1.3,0.2,Iris-setosa
6.3,2.5,5.0,1.9,Iris-virginica
6.4,3.2,0.5612495231451056,1.5,Iris-versicolor
5.2,3.4898103526144357,1.5,0.2,Iris-setosa
5.0,3.6,1.4,0.2,Iris-setosa
