sepal_length,sepal_width,petal_length,petal_width,species
6.1,2.8,4.7,1.2,Iris-versicolor
5.7,3.8,3.758666666666666,0.3,Iris-setosa
7.929654813215798,2.6,5.7,2.3,Iris-virginica
6.0,2.9,4.5,1.5,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-setosa
5.4,3.4,1.5,2.8654196186644074,Iris-setosa
5.6,2.9,3.6,1.3,Iris-setosa
6.9,3.1,5.1,2.3,Iris-virginica
6.2,2.2,4.5,1.6,Iris-versicolor
5.8,2.7,3.9,0.26079213472982377,Iris-versicolor
6.5,3.2,5.1,2.0,Iris-virginica
4.8,3.0,1.4,0.1,Iris-setosa
5.5,3.5,1.3,0.2,Iris-setosa
4.9,3.8,1.5,0.33918187444456105,Iris-setosa
5.1,3.8,1.5,0.3,Iris-setosa
6.3,2.0943735691602665,4.7,1.6,Iris-setosa
6.5,2.8,5.8,2.2,Iris-virginica
5.6,2.5,3.758666666666666,1.1,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
6.4,2.8,4.412681165808311,2.2,Iris-virginica
4.3629650869213235,3.2,1.6,0.2,Iris-setosa
6.1,3.0,4.9,1.1986666666666668,Iris-virginica
5.0,3.4,4.3814512001407575,0.4,Iris-setosa
6.4,2.8,5.6,1.9,Iris-virginica
7.9,3.0540000000000003,6.4,0.2,Iris-virginica
6.7,3.0,5.2,2.3,Iris-virginica
6.7,2.5,5.8,1.8,Iris-virginica
6.8,3.2,5.9,2.3,Iris-virginica
4.8,3.0,1.4,0.3,Iris-setosa
4.8,3.1,1.6,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.7,4.4,1.5,0.4,Iris-setosa
6.7,3.1,4.4,1.4,Iris-versicolor
4.8,3.4,1.6,0.2,Iris-setosa
6.5074091483743235,3.0540000000000003,1.3,0.2,Iris-setosa
6.3,2.5,5.0,1.9,Iris-setosa
6.4,3.2,4.5,1.5,Iris-versicolor
5.2,3.5,1.8451992898503498,0.2,Iris-setosa
5.0,3.6,1.4,0.2,Iris-setosa
5.2,2.5,1.5,0.1,Iris-setosa
5.8,2.7,4.1,1.9,Iris-virginica
6.0,3.4,4.5,1.6,Iris-versicolor
6.7,3.1,4.7,1.5,Iris-versicolor
5.4,3.9,1.3,0.4,Iris-setosa
5.4,3.7,1.5,0.2,Iris-setosa
5.5,2.4,3.7,1.0,Iris-versicolor
6.3,3.1,5.1,1.5,Iris-setosa
