,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.5128205128205128,0.6341463414634146
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.5,0.5185185185185185
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.43750000000000006,0.45714285714285713
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.6857142857142857,0.6666666666666666
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.42105263157894735,0.29629629629629634
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.5185185185185186,0.5185185185185186
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.2222222222222222,0.2962962962962963
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.5625,0.5333333333333333
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.4444444444444444,0.3846153846153846
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.30769230769230765,0.35714285714285715
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.5714285714285714,0.25
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.6285714285714286,0.45161290322580644
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.3529411764705882,0.3870967741935484
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.42857142857142855,0.5806451612903226
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.4166666666666667,0.4347826086956522
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.48648648648648646,0.43243243243243246
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.5882352941176471,0.5714285714285714
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.6666666666666666,0.5263157894736842
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.6818181818181818,0.5853658536585366
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.6500000000000001,0.6521739130434783
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.45161290322580644,0.4666666666666667
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.42857142857142855,0.42857142857142855
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.4375,0.4375
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.3,0.4
13_4,13_4\synth.csv,13_4\train.csv,13_4\val.csv,13_4\test.csv,0.4444444444444444,0.5
14_0,14_0\synth.csv,14_0\train.csv,14_0\val.csv,14_0\test.csv,0.45161290322580644,0.5789473684210527
14_1,14_1\synth.csv,14_1\train.csv,14_1\val.csv,14_1\test.csv,0.7317073170731706,0.6451612903225806
14_2,14_2\synth.csv,14_2\train.csv,14_2\val.csv,14_2\test.csv,0.7368421052631577,0.5333333333333333
14_3,14_3\synth.csv,14_3\train.csv,14_3\val.csv,14_3\test.csv,0.5161290322580646,0.5185185185185185
14_4,14_4\synth.csv,14_4\train.csv,14_4\val.csv,14_4\test.csv,0.5555555555555556,0.5555555555555556
15_0,15_0\synth.csv,15_0\train.csv,15_0\val.csv,15_0\test.csv,0.46153846153846156,0.606060606060606
15_1,15_1\synth.csv,15_1\train.csv,15_1\val.csv,15_1\test.csv,0.5789473684210527,0.5555555555555556
15_2,15_2\synth.csv,15_2\train.csv,15_2\val.csv,15_2\test.csv,0.6153846153846153,0.5405405405405406
15_3,15_3\synth.csv,15_3\train.csv,15_3\val.csv,15_3\test.csv,0.6285714285714286,0.5882352941176471
15_4,15_4\synth.csv,15_4\train.csv,15_4\val.csv,15_4\test.csv,0.5,0.5142857142857143
16_0,16_0\synth.csv,16_0\train.csv,16_0\val.csv,16_0\test.csv,0.5999999999999999,0.5517241379310345
16_1,16_1\synth.csv,16_1\train.csv,16_1\val.csv,16_1\test.csv,0.45,0.35897435897435903
16_2,16_2\synth.csv,16_2\train.csv,16_2\val.csv,16_2\test.csv,0.39999999999999997,0.5555555555555555
16_3,16_3\synth.csv,16_3\train.csv,16_3\val.csv,16_3\test.csv,0.09523809523809525,0.20689655172413793
16_4,16_4\synth.csv,16_4\train.csv,16_4\val.csv,16_4\test.csv,0.25806451612903225,0.5142857142857142
17_0,17_0\synth.csv,17_0\train.csv,17_0\val.csv,17_0\test.csv,0.4242424242424242,0.611111111111111
17_1,17_1\synth.csv,17_1\train.csv,17_1\val.csv,17_1\test.csv,0.6,0.5945945945945946
17_2,17_2\synth.csv,17_2\train.csv,17_2\val.csv,17_2\test.csv,0.7741935483870969,0.56
17_3,17_3\synth.csv,17_3\train.csv,17_3\val.csv,17_3\test.csv,0.6666666666666667,0.5294117647058824
17_4,17_4\synth.csv,17_4\train.csv,17_4\val.csv,17_4\test.csv,0.4444444444444444,0.4848484848484848
18_0,18_0\synth.csv,18_0\train.csv,18_0\val.csv,18_0\test.csv,0.5789473684210527,0.6111111111111113
18_1,18_1\synth.csv,18_1\train.csv,18_1\val.csv,18_1\test.csv,0.5,0.5714285714285714
18_2,18_2\synth.csv,18_2\train.csv,18_2\val.csv,18_2\test.csv,0.6956521739130435,0.7450980392156864
18_3,18_3\synth.csv,18_3\train.csv,18_3\val.csv,18_3\test.csv,0.5555555555555556,0.5555555555555556
18_4,18_4\synth.csv,18_4\train.csv,18_4\val.csv,18_4\test.csv,0.5641025641025641,0.5641025641025641
19_0,19_0\synth.csv,19_0\train.csv,19_0\val.csv,19_0\test.csv,0.6111111111111113,0.6
19_1,19_1\synth.csv,19_1\train.csv,19_1\val.csv,19_1\test.csv,0.6060606060606061,0.6829268292682926
19_2,19_2\synth.csv,19_2\train.csv,19_2\val.csv,19_2\test.csv,0.6857142857142857,0.39999999999999997
19_3,19_3\synth.csv,19_3\train.csv,19_3\val.csv,19_3\test.csv,0.6666666666666666,0.761904761904762
19_4,19_4\synth.csv,19_4\train.csv,19_4\val.csv,19_4\test.csv,0.5531914893617021,0.6399999999999999
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.5789473684210527,0.4242424242424242
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.4375,0.3870967741935484
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.6666666666666666,0.6956521739130435
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.5789473684210527,0.6222222222222223
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.5945945945945946,0.42424242424242425
20_0,20_0\synth.csv,20_0\train.csv,20_0\val.csv,20_0\test.csv,0.5882352941176471,0.48484848484848486
20_1,20_1\synth.csv,20_1\train.csv,20_1\val.csv,20_1\test.csv,0.5789473684210527,0.5405405405405405
20_2,20_2\synth.csv,20_2\train.csv,20_2\val.csv,20_2\test.csv,0.4848484848484849,0.4848484848484849
20_3,20_3\synth.csv,20_3\train.csv,20_3\val.csv,20_3\test.csv,0.6500000000000001,0.6842105263157895
20_4,20_4\synth.csv,20_4\train.csv,20_4\val.csv,20_4\test.csv,0.8000000000000002,0.7096774193548386
21_0,21_0\synth.csv,21_0\train.csv,21_0\val.csv,21_0\test.csv,0.36363636363636365,0.4444444444444444
21_1,21_1\synth.csv,21_1\train.csv,21_1\val.csv,21_1\test.csv,0.5555555555555556,0.4444444444444444
21_2,21_2\synth.csv,21_2\train.csv,21_2\val.csv,21_2\test.csv,0.5217391304347827,0.5833333333333334
21_3,21_3\synth.csv,21_3\train.csv,21_3\val.csv,21_3\test.csv,0.3478260869565218,0.5161290322580646
21_4,21_4\synth.csv,21_4\train.csv,21_4\val.csv,21_4\test.csv,0.39999999999999997,0.2962962962962963
22_0,22_0\synth.csv,22_0\train.csv,22_0\val.csv,22_0\test.csv,0.5294117647058824,0.5945945945945946
22_1,22_1\synth.csv,22_1\train.csv,22_1\val.csv,22_1\test.csv,0.45161290322580644,0.3870967741935483
22_2,22_2\synth.csv,22_2\train.csv,22_2\val.csv,22_2\test.csv,0.21428571428571427,0.6666666666666667
22_3,22_3\synth.csv,22_3\train.csv,22_3\val.csv,22_3\test.csv,0.7096774193548387,0.7878787878787878
22_4,22_4\synth.csv,22_4\train.csv,22_4\val.csv,22_4\test.csv,0.6,0.5333333333333333
23_0,23_0\synth.csv,23_0\train.csv,23_0\val.csv,23_0\test.csv,0.42105263157894735,0.46153846153846156
23_1,23_1\synth.csv,23_1\train.csv,23_1\val.csv,23_1\test.csv,0.4242424242424242,0.47058823529411764
23_2,23_2\synth.csv,23_2\train.csv,23_2\val.csv,23_2\test.csv,0.37499999999999994,0.35714285714285715
23_3,23_3\synth.csv,23_3\train.csv,23_3\val.csv,23_3\test.csv,0.6666666666666665,0.5128205128205129
23_4,23_4\synth.csv,23_4\train.csv,23_4\val.csv,23_4\test.csv,0.5294117647058824,0.5
24_0,24_0\synth.csv,24_0\train.csv,24_0\val.csv,24_0\test.csv,0.3333333333333333,0.32
24_1,24_1\synth.csv,24_1\train.csv,24_1\val.csv,24_1\test.csv,0.6285714285714287,0.6285714285714287
24_2,24_2\synth.csv,24_2\train.csv,24_2\val.csv,24_2\test.csv,0.48275862068965514,0.47058823529411764
24_3,24_3\synth.csv,24_3\train.csv,24_3\val.csv,24_3\test.csv,0.47058823529411764,0.4848484848484849
24_4,24_4\synth.csv,24_4\train.csv,24_4\val.csv,24_4\test.csv,0.3870967741935483,0.3846153846153846
25_0,25_0\synth.csv,25_0\train.csv,25_0\val.csv,25_0\test.csv,0.5806451612903226,0.6666666666666667
25_1,25_1\synth.csv,25_1\train.csv,25_1\val.csv,25_1\test.csv,0.7368421052631577,0.7
25_2,25_2\synth.csv,25_2\train.csv,25_2\val.csv,25_2\test.csv,0.3333333333333333,0.3333333333333333
25_3,25_3\synth.csv,25_3\train.csv,25_3\val.csv,25_3\test.csv,0.7804878048780488,0.761904761904762
25_4,25_4\synth.csv,25_4\train.csv,25_4\val.csv,25_4\test.csv,0.6153846153846153,0.5714285714285714
26_0,26_0\synth.csv,26_0\train.csv,26_0\val.csv,26_0\test.csv,0.4615384615384615,0.5454545454545455
26_1,26_1\synth.csv,26_1\train.csv,26_1\val.csv,26_1\test.csv,0.7027027027027026,0.6060606060606061
26_2,26_2\synth.csv,26_2\train.csv,26_2\val.csv,26_2\test.csv,0.6153846153846154,0.6111111111111113
26_3,26_3\synth.csv,26_3\train.csv,26_3\val.csv,26_3\test.csv,0.7142857142857143,0.7499999999999999
