,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.032490233278872016,0.04763768133140689
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.04237528344158925,0.06334527088434894
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.06395083639465549,0.08451097835200894
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.010899566703607255,0.055806663810126333
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,-0.08644847933478284,-0.0730142981258608
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.07833316229019616,0.0646384399612534
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.08384535942434046,0.11307039606251079
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.05692207423071982,0.03325117413211309
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.053237355199185044,0.037166896894969215
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.041633993442538375,0.0936457484211829
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.09623251796651056,0.01743113483080716
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.005850144733223317,-0.011756529072615374
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.016173648300148447,0.021593348864886286
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,-0.061970606214041934,-0.1874696852242519
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,-0.0006242822539768156,0.040021669773961044
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,-0.2406587600381147,-0.047817410058832444
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.051553456886484716,0.04912980849775217
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,-0.020236366319392296,0.08944130605579503
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,-0.00025797054709975065,-0.016305544280585726
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,-0.5214782993722515,-0.3532726199028573
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.06083978658736067,0.0613288950963653
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.0030261082871623213,-0.07484838518624648
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.06268867981913928,0.053533463095715716
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.07354009825280017,0.050027007312119176
