sepal_length,sepal_width,petal_length,petal_width,species
4.7,2.8,7.6841382356357775,1.2,Iris-versicolor
5.843333333333334,3.8,2.1932058830177366,0.23953355282491837,Iris-setosa
6.93387156620125,3.174198749645574,4.0,2.3,Iris-virginica
6.0,4.2,1.6,2.5,Iris-versicolor
6.8,2.6,4.8,2.111211473918303,Iris-setosa
6.3,2.449186037683455,1.9,-0.27779555238814624,Iris-virginica
6.5,3.0540000000000003,4.9,1.9085009856687964,Iris-setosa
6.9,3.2589578965527912,3.758666666666666,1.1986666666666668,Iris-setosa
5.843333333333334,2.2,3.758666666666666,2.032822373204275,Iris-versicolor
5.843333333333334,3.0540000000000003,3.9,0.6801156410932,Iris-setosa
5.843333333333334,3.0540000000000003,5.1,2.0,Iris-virginica
4.8,3.0540000000000003,1.4,1.1986666666666668,Iris-versicolor
6.124824623880959,3.5,3.3,0.4,Iris-setosa
4.9,3.1,6.344544184504779,2.3100038647360717,Iris-setosa
5.1,3.8,-0.29662712718135387,1.1986666666666668,Iris-virginica
5.4,3.9,3.758666666666666,1.6,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-setosa
5.843333333333334,2.5,3.9,2.211556782347307,Iris-versicolor
5.6124916243981975,2.8,4.3,1.1,Iris-setosa
6.4,3.0540000000000003,4.4,0.2,Iris-versicolor
5.843333333333334,3.0540000000000003,1.6,0.2,Iris-setosa
4.215373666040259,2.6486127995567785,3.758666666666666,1.0,Iris-virginica
5.0,3.3,2.668760756454904,0.2,Iris-setosa
6.4,2.8,5.6,1.5,Iris-virginica
7.453884255886674,3.4,6.4,1.1986666666666668,Iris-virginica
6.586363307281969,3.2491941114152025,1.6,2.4,Iris-virginica
5.806481701798839,3.1,8.991569351647584,1.5,Iris-setosa
5.134313196318077,2.8859941607704047,3.773267452003013,-0.13154876211484168,Iris-setosa
6.870556520974625,3.0555012830796877,0.2495462831692674,-0.04103527452678818,Iris-setosa
6.6,4.2,3.758666666666666,2.4,Iris-setosa
6.5,2.4128763637432167,3.6562793867705308,1.8,Iris-versicolor
5.2,3.8,4.0,0.2,Iris-virginica
6.7,3.597981638080122,3.2014736098421728,1.1986666666666668,Iris-virginica
6.825139053448125,3.0540000000000003,3.8143807876166598,1.1986666666666668,Iris-setosa
5.618065479569113,1.9597270546424967,5.6,1.2953702684455422,Iris-versicolor
4.342650611128767,3.2,1.5,1.7,Iris-setosa
4.433789583314099,3.3,5.9,1.211621130267521,Iris-versicolor
5.843333333333334,2.2,6.7,2.2,Iris-virginica
4.567052284167557,3.0540000000000003,5.7,1.1169144457683409,Iris-setosa
5.220186122374919,2.5414372289436806,4.3,1.2,Iris-versicolor
6.6,3.0,3.77044355087538,2.0,Iris-versicolor
5.956623926993007,3.1,2.6542023241649457,0.2,Iris-versicolor
6.0,3.240581592250843,4.8,2.4,Iris-virginica
5.8023834063400495,2.7,6.088626157053188,1.9,Iris-setosa
6.961560044783373,3.9,3.758666666666666,2.0,Iris-versicolor
4.665704951853568,3.0,4.5,1.5,Iris-setosa
4.996768786991043,3.8,6.0,2.3,Iris-setosa
5.843333333333334,2.7631325898361316,3.758666666666666,0.6,Iris-setosa
7.3,3.0540000000000003,3.758666666666666,1.5,Iris-virginica
5.0,3.560140161351966,3.3,1.1986666666666668,Iris-virginica
6.787228852272388,3.2783557699839325,4.1,1.9,Iris-virginica
5.0,3.3,1.4,1.1986666666666668,Iris-versicolor
5.902634032843231,3.611141710611227,2.0632772714067826,1.1986666666666668,Iris-setosa
5.5,2.4,4.5768837495624695,1.1,Iris-setosa
6.7,3.0,6.3,0.6,Iris-versicolor
5.843333333333334,2.3,1.5,0.1,Iris-setosa
4.7,3.167624504449768,5.0898448066145665,0.1,Iris-setosa
4.8,3.4,3.758666666666666,0.7718270906006193,Iris-virginica
5.5,3.5,5.2,1.3,Iris-versicolor
5.6,3.2,4.92903845981154,1.1986666666666668,Iris-setosa
5.843333333333334,2.5,3.0,2.3,Iris-setosa
5.843333333333334,3.478856629083969,1.4,2.3,Iris-virginica
4.6,2.6868853852690195,3.758666666666666,0.5889462865878695,Iris-versicolor
6.1,3.5,1.6,0.33405203993645316,Iris-versicolor
7.7,3.7550111654111307,3.758666666666666,1.4,Iris-virginica
5.5,3.9,2.8341845914502874,1.3,Iris-virginica
6.3,2.9,1.4,0.2,Iris-setosa
5.843333333333334,3.0,1.1,0.1,Iris-versicolor
6.0,3.8,1.9,1.3506707316924478,Iris-setosa
7.2,3.3,6.0,1.8,Iris-virginica
4.6,3.1,1.5,0.4,Iris-setosa
5.1,3.5,4.1,0.3,Iris-setosa
4.4,3.391269224339091,1.3,-0.07557160673835606,Iris-setosa
3.9125984269165963,2.5,4.9,0.8204645805400332,Iris-versicolor
5.6994203550074625,3.1576311048203864,5.6,2.3,Iris-virginica
4.6,3.4,4.8,0.3,Iris-versicolor
7.7595593269930685,3.0,6.401007257731594,2.1,Iris-setosa
5.843333333333334,4.0,3.3,1.1986666666666668,Iris-virginica
6.260492428493167,2.627258454340159,1.3,0.2,Iris-versicolor
6.1,2.985874728627323,4.461368274756329,1.4,Iris-setosa
5.6,2.7179341207825343,3.758666666666666,1.9,Iris-versicolor
6.2,3.3,3.758666666666666,2.070569606245895,Iris-setosa
5.843333333333334,3.0,3.758666666666666,1.1986666666666668,Iris-virginica
7.6,3.5,5.3,1.1,Iris-setosa
5.897292999520848,3.8,4.5,0.532747744138433,Iris-setosa
7.120050300763342,3.379580300800961,6.111349024084948,2.750243671109945,Iris-setosa
5.9,3.815409645399184,3.344219401435209,1.8,Iris-versicolor
6.5,3.2,3.758666666666666,1.1986666666666668,Iris-virginica
7.9,3.4,5.943869086661321,0.44332591232984975,Iris-setosa
5.2,3.0540000000000003,4.662954208128735,3.0218849466546915,Iris-virginica
6.5,3.6,4.1,1.1,Iris-versicolor
5.843333333333334,3.1,1.3,0.3,Iris-virginica
6.6,2.8,7.847196060028612,1.81334107541065,Iris-setosa
5.5,3.0540000000000003,5.6,0.6259234514012418,Iris-virginica
