,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.0,0.6150627615062761
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.2406876790830945,0.5904365904365904
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.0,0.6462715105162524
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.0234375,0.5742092457420924
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.0,0.5817307692307692
1_0,1_0\synth.csv,1_0\train.csv,1_0\val.csv,1_0\test.csv,0.0,0.607645875251509
1_1,1_1\synth.csv,1_1\train.csv,1_1\val.csv,1_1\test.csv,0.0,0.6451612903225806
1_2,1_2\synth.csv,1_2\train.csv,1_2\val.csv,1_2\test.csv,0.3221884498480243,0.562929061784897
1_3,1_3\synth.csv,1_3\train.csv,1_3\val.csv,1_3\test.csv,0.1397058823529411,0.6137787056367432
1_4,1_4\synth.csv,1_4\train.csv,1_4\val.csv,1_4\test.csv,0.0,0.5975609756097561
2_0,2_0\synth.csv,2_0\train.csv,2_0\val.csv,2_0\test.csv,0.0,0.656842105263158
2_1,2_1\synth.csv,2_1\train.csv,2_1\val.csv,2_1\test.csv,0.0,0.6029723991507431
2_2,2_2\synth.csv,2_2\train.csv,2_2\val.csv,2_2\test.csv,0.0,0.6170678336980305
2_3,2_3\synth.csv,2_3\train.csv,2_3\val.csv,2_3\test.csv,0.0,0.6008064516129032
2_4,2_4\synth.csv,2_4\train.csv,2_4\val.csv,2_4\test.csv,0.0,0.58719646799117
3_0,3_0\synth.csv,3_0\train.csv,3_0\val.csv,3_0\test.csv,0.0,0.6238185255198487
3_1,3_1\synth.csv,3_1\train.csv,3_1\val.csv,3_1\test.csv,0.0,0.6073752711496746
3_2,3_2\synth.csv,3_2\train.csv,3_2\val.csv,3_2\test.csv,0.2281879194630872,0.5622119815668203
3_3,3_3\synth.csv,3_3\train.csv,3_3\val.csv,3_3\test.csv,0.1194029850746268,0.5890410958904111
3_4,3_4\synth.csv,3_4\train.csv,3_4\val.csv,3_4\test.csv,0.0,0.6104783599088839
4_0,4_0\synth.csv,4_0\train.csv,4_0\val.csv,4_0\test.csv,0.2151898734177215,0.6288032454361054
4_1,4_1\synth.csv,4_1\train.csv,4_1\val.csv,4_1\test.csv,0.0077220077220077,0.6237006237006237
4_2,4_2\synth.csv,4_2\train.csv,4_2\val.csv,4_2\test.csv,0.0,0.58719646799117
4_3,4_3\synth.csv,4_3\train.csv,4_3\val.csv,4_3\test.csv,0.101010101010101,0.591792656587473
4_4,4_4\synth.csv,4_4\train.csv,4_4\val.csv,4_4\test.csv,0.2716049382716049,0.5714285714285714
5_0,5_0\synth.csv,5_0\train.csv,5_0\val.csv,5_0\test.csv,0.03690036900369,0.6187363834422658
5_1,5_1\synth.csv,5_1\train.csv,5_1\val.csv,5_1\test.csv,0.0893470790378006,0.6375000000000001
5_2,5_2\synth.csv,5_2\train.csv,5_2\val.csv,5_2\test.csv,0.1770491803278688,0.592
5_3,5_3\synth.csv,5_3\train.csv,5_3\val.csv,5_3\test.csv,0.0,0.6285714285714286
5_4,5_4\synth.csv,5_4\train.csv,5_4\val.csv,5_4\test.csv,0.051660516605166,0.6029106029106028
6_0,6_0\synth.csv,6_0\train.csv,6_0\val.csv,6_0\test.csv,0.0,0.5919661733615221
6_1,6_1\synth.csv,6_1\train.csv,6_1\val.csv,6_1\test.csv,0.0,0.6258205689277899
6_2,6_2\synth.csv,6_2\train.csv,6_2\val.csv,6_2\test.csv,0.0,0.597979797979798
6_3,6_3\synth.csv,6_3\train.csv,6_3\val.csv,6_3\test.csv,0.2784810126582278,0.5273159144893111
6_4,6_4\synth.csv,6_4\train.csv,6_4\val.csv,6_4\test.csv,0.3492957746478873,0.5867237687366168
7_0,7_0\synth.csv,7_0\train.csv,7_0\val.csv,7_0\test.csv,0.0,0.618556701030928
7_1,7_1\synth.csv,7_1\train.csv,7_1\val.csv,7_1\test.csv,0.3870967741935484,0.6437246963562753
7_2,7_2\synth.csv,7_2\train.csv,7_2\val.csv,7_2\test.csv,0.1688311688311688,0.6012793176972281
7_3,7_3\synth.csv,7_3\train.csv,7_3\val.csv,7_3\test.csv,0.0,0.6028513238289206
7_4,7_4\synth.csv,7_4\train.csv,7_4\val.csv,7_4\test.csv,0.0,0.6358381502890174
8_0,8_0\synth.csv,8_0\train.csv,8_0\val.csv,8_0\test.csv,0.0,0.626865671641791
8_1,8_1\synth.csv,8_1\train.csv,8_1\val.csv,8_1\test.csv,0.0,0.5916666666666667
8_2,8_2\synth.csv,8_2\train.csv,8_2\val.csv,8_2\test.csv,0.2135922330097087,0.6030368763557483
8_3,8_3\synth.csv,8_3\train.csv,8_3\val.csv,8_3\test.csv,0.1423728813559322,0.646825396825397
8_4,8_4\synth.csv,8_4\train.csv,8_4\val.csv,8_4\test.csv,0.2199312714776632,0.6225165562913907
9_0,9_0\synth.csv,9_0\train.csv,9_0\val.csv,9_0\test.csv,0.0,0.5739130434782608
9_1,9_1\synth.csv,9_1\train.csv,9_1\val.csv,9_1\test.csv,0.0,0.5916666666666667
9_2,9_2\synth.csv,9_2\train.csv,9_2\val.csv,9_2\test.csv,0.0,0.6230248306997743
9_3,9_3\synth.csv,9_3\train.csv,9_3\val.csv,9_3\test.csv,0.0,0.6309278350515465
9_4,9_4\synth.csv,9_4\train.csv,9_4\val.csv,9_4\test.csv,0.0,0.6211180124223602
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.1538461538461538,0.6184738955823292
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.0,0.6140350877192983
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.0887372013651877,0.6069246435845215
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.2229729729729729,0.6607929515418502
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.0,0.5835189309576837
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.0,0.6305220883534136
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.0454545454545454,0.5908096280087528
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.0872727272727272,0.6257928118393234
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.0,0.5854700854700854
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.0,0.6134453781512604
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.1860465116279069,0.6138613861386139
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.2344827586206896,0.5938242280285037
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.2118380062305296,0.6589147286821705
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.3999999999999999,0.5909090909090909
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.0,0.6328125000000001
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.0,0.5884861407249466
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.0,0.5542725173210162
13_2,13_2\synth.csv,13_2\train.csv,13_2\val.csv,13_2\test.csv,0.2278481012658228,0.6101694915254237
13_3,13_3\synth.csv,13_3\train.csv,13_3\val.csv,13_3\test.csv,0.1870967741935484,0.6420233463035019
13_4,13_4\synth.csv,13_4\train.csv,13_4\val.csv,13_4\test.csv,0.0,0.6120689655172413
14_0,14_0\synth.csv,14_0\train.csv,14_0\val.csv,14_0\test.csv,0.2,0.6350515463917525
14_1,14_1\synth.csv,14_1\train.csv,14_1\val.csv,14_1\test.csv,0.1666666666666666,0.5982142857142856
14_2,14_2\synth.csv,14_2\train.csv,14_2\val.csv,14_2\test.csv,0.2082018927444794,0.5986394557823129
14_3,14_3\synth.csv,14_3\train.csv,14_3\val.csv,14_3\test.csv,0.2532467532467532,0.5693779904306221
14_4,14_4\synth.csv,14_4\train.csv,14_4\val.csv,14_4\test.csv,0.0,0.6097560975609756
15_0,15_0\synth.csv,15_0\train.csv,15_0\val.csv,15_0\test.csv,0.2772277227722772,0.6021505376344086
15_1,15_1\synth.csv,15_1\train.csv,15_1\val.csv,15_1\test.csv,0.231974921630094,0.621676891615542
15_2,15_2\synth.csv,15_2\train.csv,15_2\val.csv,15_2\test.csv,0.1506849315068493,0.6012793176972282
15_3,15_3\synth.csv,15_3\train.csv,15_3\val.csv,15_3\test.csv,0.3485714285714285,0.536697247706422
15_4,15_4\synth.csv,15_4\train.csv,15_4\val.csv,15_4\test.csv,0.2712933753943218,0.6153846153846153
16_0,16_0\synth.csv,16_0\train.csv,16_0\val.csv,16_0\test.csv,0.3315217391304347,0.6295585412667946
16_1,16_1\synth.csv,16_1\train.csv,16_1\val.csv,16_1\test.csv,0.0,0.6083150984682713
16_2,16_2\synth.csv,16_2\train.csv,16_2\val.csv,16_2\test.csv,0.2564102564102564,0.5603644646924829
