sepal_length,sepal_width,petal_length,petal_width,species
6.1,2.8,4.7,1.2,Iris-versicolor
5.7,3.8,1.7,0.3,Iris-setosa
7.7,3.5,7.897595762343368,2.3,Iris-virginica
6.0,3.024305819175572,4.5,1.1986666666666668,Iris-versicolor
7.193981873321446,2.8,4.8,1.4,Iris-versicolor
7.4,3.9,1.5,-0.2779465101119186,Iris-virginica
5.6,2.9,3.6,1.3,Iris-versicolor
6.9,3.1,5.1,2.3,Iris-virginica
4.4,2.2,1.5,1.5,Iris-versicolor
5.8,2.7,3.9,1.2,Iris-versicolor
5.843333333333334,3.2,5.1,2.0,Iris-setosa
4.8,3.0540000000000003,6.1,1.8,Iris-setosa
5.5,2.6,1.3,0.2,Iris-setosa
4.9,3.9,1.5,2.1,Iris-versicolor
5.1,3.0540000000000003,1.5,0.3,Iris-setosa
6.3,3.3,4.7,1.6,Iris-versicolor
6.5,3.0540000000000003,5.8,2.2,Iris-versicolor
5.894072027713121,2.8172569004480446,5.286677020758308,2.7687189859710877,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor
6.4,2.8,4.7,2.2,Iris-virginica
4.7,3.0,0.8039787921821623,0.2,Iris-setosa
6.1,3.0540000000000003,5.7,1.8,Iris-virginica
5.0,3.4,1.6,0.4,Iris-setosa
6.4,2.8,3.8,2.1,Iris-virginica
7.9,5.107750613233057,6.4,2.3,Iris-virginica
5.6,3.0,5.2,1.0807910134329912,Iris-virginica
6.7,2.5,5.8,1.8,Iris-virginica
6.8,3.2,8.144945208792132,2.3,Iris-setosa
4.8,3.0,1.4,0.3,Iris-setosa
4.8,3.1,1.6,-0.9508269908518558,Iris-setosa
5.8,2.7,4.9,1.8,Iris-setosa
4.8,3.4,1.9,0.2,Iris-setosa
5.0,3.426345070763417,1.6,0.2,Iris-setosa
5.1,3.3,1.7,0.5,Iris-virginica
5.6,2.7,4.2,1.3,Iris-versicolor
5.1,3.4,4.5,0.9731765667932133,Iris-setosa
3.2402789070774283,3.0,4.2,1.2,Iris-versicolor
7.7,3.8,6.7,2.2,Iris-virginica
