,synth,train,val,test,synth_value,real_value
0_0,0_0\synth.csv,0_0\train.csv,0_0\val.csv,0_0\test.csv,0.3484805984104722,0.37453183520599254
0_1,0_1\synth.csv,0_1\train.csv,0_1\val.csv,0_1\test.csv,0.3640039855418111,0.32075703576256603
0_2,0_2\synth.csv,0_2\train.csv,0_2\val.csv,0_2\test.csv,0.4047566436301664,0.3602728942534768
0_3,0_3\synth.csv,0_3\train.csv,0_3\val.csv,0_3\test.csv,0.3238095238095238,0.3439251338326191
0_4,0_4\synth.csv,0_4\train.csv,0_4\val.csv,0_4\test.csv,0.34339435922810485,0.47130883301096066
10_0,10_0\synth.csv,10_0\train.csv,10_0\val.csv,10_0\test.csv,0.4248316234338367,0.4214708121498389
10_1,10_1\synth.csv,10_1\train.csv,10_1\val.csv,10_1\test.csv,0.43392695831720224,0.3539120074136181
10_2,10_2\synth.csv,10_2\train.csv,10_2\val.csv,10_2\test.csv,0.3974186952910357,0.3469517750142579
10_3,10_3\synth.csv,10_3\train.csv,10_3\val.csv,10_3\test.csv,0.32484848484848483,0.30938457254246726
10_4,10_4\synth.csv,10_4\train.csv,10_4\val.csv,10_4\test.csv,0.5023809523809523,0.3323608016111864
11_0,11_0\synth.csv,11_0\train.csv,11_0\val.csv,11_0\test.csv,0.46020737004343565,0.2009132420091324
11_1,11_1\synth.csv,11_1\train.csv,11_1\val.csv,11_1\test.csv,0.38180187697516393,0.47195830485304163
11_2,11_2\synth.csv,11_2\train.csv,11_2\val.csv,11_2\test.csv,0.49728455326109183,0.4215085817524842
11_3,11_3\synth.csv,11_3\train.csv,11_3\val.csv,11_3\test.csv,0.5730326318561613,0.5628802852381506
11_4,11_4\synth.csv,11_4\train.csv,11_4\val.csv,11_4\test.csv,0.5449367742316261,0.5693735827664399
12_0,12_0\synth.csv,12_0\train.csv,12_0\val.csv,12_0\test.csv,0.41153198653198647,0.33396723088387575
12_1,12_1\synth.csv,12_1\train.csv,12_1\val.csv,12_1\test.csv,0.3964121533780977,0.4025156797957594
12_2,12_2\synth.csv,12_2\train.csv,12_2\val.csv,12_2\test.csv,0.4718889873819451,0.4623877608952236
12_3,12_3\synth.csv,12_3\train.csv,12_3\val.csv,12_3\test.csv,0.4109938766810061,0.38352120236178217
12_4,12_4\synth.csv,12_4\train.csv,12_4\val.csv,12_4\test.csv,0.45807271802695143,0.41343519277600843
13_0,13_0\synth.csv,13_0\train.csv,13_0\val.csv,13_0\test.csv,0.43042467356491754,0.32217513304305756
13_1,13_1\synth.csv,13_1\train.csv,13_1\val.csv,13_1\test.csv,0.37366112619178155,0.32809498865025316
