sepal_length,sepal_width,petal_length,petal_width,species
5.4,3.4,1.5,0.4,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
5.5,2.6,4.4,1.2,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
6.3,2.3,4.4,1.3,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
6.3,2.3,4.4,1.3,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
5.4,3.4,1.5,0.4,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
5.5,2.6,4.4,1.2,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
5.5,2.6,4.4,1.2,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
5.4,3.4,1.5,0.4,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
5.4,3.4,1.5,0.4,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
4.6,3.6,1.0,0.2,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
5.4,3.4,1.5,0.4,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
4.5,2.3,1.3,0.3,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
4.6,3.6,1.0,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
5.5,2.6,4.4,1.2,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
7.6,3.0,6.6,2.1,Iris-virginica
7.6,3.0,6.6,2.1,Iris-virginica
5.5,2.6,4.4,1.2,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.5,2.6,4.4,1.2,Iris-versicolor
5.4,3.4,1.5,0.4,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa
7.6,3.0,6.6,2.1,Iris-virginica
4.5,2.3,1.3,0.3,Iris-setosa
6.3,2.3,4.4,1.3,Iris-versicolor
4.5,2.3,1.3,0.3,Iris-setosa
